"marka","klyuch_zamorozki","gruppa","sistema","baza","fajl_tdb","sha256_tdb","metod","nabor","c15_laves_v_nabore","porog","kriterij_solidusa","pdens","pdens_zaproshen","zyorno_scheil","T_sol_K","T_liq_K","T_sol_bisekciya_K","T_sol_zamorozka_K","T_liq_zamorozka_K","vremya_s","pik_pamyati_MiB","otkaz","prichina","vne_predelov_shapki","chislo_faz_v_nabore","fazy_v_nabore","fazy_pod_solidusom","zamechaniya","job_id","mashina","pik_swap_MiB"
"06Х18Н11","6-14|06Х18Н11","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1695.9","1708.6","","1694.4","1714.6","26.0","1448","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","BCC_A2 FCC_A1","сторож движущей силы: проверено 96 из 96 пар «фаза-температура» (2 точки, 48 исключённых фаз); минимум 1365 Дж/моль у BCC_B2","f7e157ca2eb0fa2c","ноутбук-win10",""
"06Х18Н11","6-14|06Х18Н11","z26_Fe","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","Lilit-skript","sloj","","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","","","","1694.4","1714.6","30.3","1751","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден","нет","","","","","0729901e6b5a7a69","ноутбук-win10",""
"06Х18Н11","6-14|06Х18Н11","z26_Fe","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","Lilit-skript","sloj","","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","","","","1694.4","1714.6","30.1","1750","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден","нет","","","","","f140e38ae5ca78ab","ноутбук-win10",""
"INCONEL X-750 (Special Metals)","N-12|INCONEL X-750 (Special Metals)","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1621.28","1654.91","1621.36","1621.4","1654.9","117.8","2156","","","нет","24","ALPHA_MN BCC_B2 BETA_MN BETA_RHOMBO_B CHI_A12 DELTA DIAMOND_A4 ETA FCC_A1 GAMMA_DP GAMMA_PRIME HCP_A3 LAVES LAV_C14 LIQUID MU_PHASE NBB NI2CR NIAL NITI2 SIGMA TIB TIB2 ZET","FCC_A1","","0e506a3fa6b31743","ноутбук-win10",""
"INCONEL X-750 (Special Metals)","N-12|INCONEL X-750 (Special Metals)","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","1621.36","1654.91","1621.36","1621.4","1654.9","32.4","2156","","","нет","24","ALPHA_MN BCC_B2 BETA_MN BETA_RHOMBO_B CHI_A12 DELTA DIAMOND_A4 ETA FCC_A1 GAMMA_DP GAMMA_PRIME HCP_A3 LAVES LAV_C14 LIQUID MU_PHASE NBB NI2CR NIAL NITI2 SIGMA TIB TIB2 ZET","FCC_A1","","0e506a3fa6b31743","ноутбук-win10",""
"INCONEL X-750 (Special Metals)","N-12|INCONEL X-750 (Special Metals)","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","bystryj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1621.28","1654.91","1621.36","1621.4","1654.9","106.4","2422","","","нет","16","BCC_B2 CHI_A12 DELTA ETA FCC_A1 GAMMA_DP GAMMA_PRIME HCP_A3 LAVES LAV_C14 LIQUID MU_PHASE NI2CR NIAL SIGMA TIB2","FCC_A1","","933414ef773cbbc5","ноутбук-win10",""
"INCONEL X-750 (Special Metals)","N-12|INCONEL X-750 (Special Metals)","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1621.4","1654.9","","1621.4","1654.9","19.3","846","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","фаза BCC_B2 исключена из расчёта: BCC_B2 базы garcalc объявлена с межузельной подрешёткой, где стоит только VA, а у её разупорядоченной половины BCC_A2 там B, C, N, O, VA. | сторож движущей силы: проверено 40 из 40 пар «фаза-температура» (2 точки, 20 исключённых фаз); минимум 1001 Дж/моль у GAMMA_DP","34672ec770322963","ноутбук-win10",""
"INCONEL X-750 (Special Metals)","N-12|INCONEL X-750 (Special Metals)","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1621.4","1654.9","","1621.4","1654.9","19.2","853","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","фаза BCC_B2 исключена из расчёта: BCC_B2 базы garcalc объявлена с межузельной подрешёткой, где стоит только VA, а у её разупорядоченной половины BCC_A2 там B, C, N, O, VA. | сторож движущей силы: проверено 40 из 40 пар «фаза-температура» (2 точки, 20 исключённых фаз); минимум 1001 Дж/моль у GAMMA_DP","90cfce8ee65ea88f","ноутбук-win10",""
"NICKEL 200","N-18|NICKEL 200","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1717.68","1726.00","1717.72","1717.6","1726.1","12.2","402","","","нет","18","ALPHA_MN BETA_MN CEMENTITE DELTA DIAMOND_A4 ETA FCC_A1 GAMMA_DP GAMMA_PRIME GRAPHITE HCP_A3 LAVES LAV_C14 LIQUID M23C6 M7C3 NIAL NITI2","FCC_A1","детектор пары снял: BCC_B2","f3edb969ab0fe5db","ноутбук-win10",""
"NICKEL 200","N-18|NICKEL 200","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","1717.72","1726.00","1717.72","1717.6","1726.1","2.9","402","","","нет","18","ALPHA_MN BETA_MN CEMENTITE DELTA DIAMOND_A4 ETA FCC_A1 GAMMA_DP GAMMA_PRIME GRAPHITE HCP_A3 LAVES LAV_C14 LIQUID M23C6 M7C3 NIAL NITI2","FCC_A1","детектор пары снял: BCC_B2","f3edb969ab0fe5db","ноутбук-win10",""
"NICKEL 200","N-18|NICKEL 200","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","bystryj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1717.68","1726.00","1717.72","1717.6","1726.1","9.3","360","","","нет","13","CEMENTITE DELTA ETA FCC_A1 GAMMA_DP GAMMA_PRIME HCP_A3 LAVES LAV_C14 LIQUID M23C6 M7C3 NIAL","FCC_A1","детектор пары снял: BCC_B2","2c90a567509193c4","ноутбук-win10",""
"NICKEL 200","N-18|NICKEL 200","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1717.6","1726.1","","1717.6","1726.1","4.4","357","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","фаза BCC_B2 исключена из расчёта: BCC_B2 базы garcalc объявлена с межузельной подрешёткой, где стоит только VA, а у её разупорядоченной половины BCC_A2 там B, C, N, O, VA. | сторож движущей силы: проверено 30 из 30 пар «фаза-температура» (2 точки, 15 исключённых фаз); минимум 2102 Дж/моль у BETA_MN","9e7145c4e981d154","ноутбук-win10",""
"NICKEL 200","N-18|NICKEL 200","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1717.6","1726.1","","1717.6","1726.1","4.4","357","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","фаза BCC_B2 исключена из расчёта: BCC_B2 базы garcalc объявлена с межузельной подрешёткой, где стоит только VA, а у её разупорядоченной половины BCC_A2 там B, C, N, O, VA. | сторож движущей силы: проверено 30 из 30 пар «фаза-температура» (2 точки, 15 исключённых фаз); минимум 2102 Дж/моль у BETA_MN","35445e68546045f1","ноутбук-win10",""
"NICKEL 201","N-19|NICKEL 201","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1722.92","1727.17","1722.94","1722.9","1727.1","10.3","400","","","нет","18","ALPHA_MN BETA_MN CEMENTITE DELTA DIAMOND_A4 ETA FCC_A1 GAMMA_DP GAMMA_PRIME GRAPHITE HCP_A3 LAVES LAV_C14 LIQUID M23C6 M7C3 NIAL NITI2","FCC_A1","детектор пары снял: BCC_B2","dbbd9d85bd153271","ноутбук-win10",""
"NICKEL 201","N-19|NICKEL 201","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","1722.94","1727.17","1722.94","1722.9","1727.1","2.9","400","","","нет","18","ALPHA_MN BETA_MN CEMENTITE DELTA DIAMOND_A4 ETA FCC_A1 GAMMA_DP GAMMA_PRIME GRAPHITE HCP_A3 LAVES LAV_C14 LIQUID M23C6 M7C3 NIAL NITI2","FCC_A1","детектор пары снял: BCC_B2","dbbd9d85bd153271","ноутбук-win10",""
"NICKEL 201","N-19|NICKEL 201","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","bystryj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1722.92","1727.17","1722.94","1722.9","1727.1","7.6","359","","","нет","13","CEMENTITE DELTA ETA FCC_A1 GAMMA_DP GAMMA_PRIME HCP_A3 LAVES LAV_C14 LIQUID M23C6 M7C3 NIAL","FCC_A1","детектор пары снял: BCC_B2","95dc3a5bd44337b8","ноутбук-win10",""
"NICKEL 201","N-19|NICKEL 201","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1722.9","1727.1","","1722.9","1727.1","4.4","357","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","фаза BCC_B2 исключена из расчёта: BCC_B2 базы garcalc объявлена с межузельной подрешёткой, где стоит только VA, а у её разупорядоченной половины BCC_A2 там B, C, N, O, VA. | сторож движущей силы: проверено 30 из 30 пар «фаза-температура» (2 точки, 15 исключённых фаз); минимум 2099 Дж/моль у BETA_MN","d1be8f72ba739211","ноутбук-win10",""
"NICKEL 201","N-19|NICKEL 201","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1722.9","1727.1","","1722.9","1727.1","4.3","357","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","фаза BCC_B2 исключена из расчёта: BCC_B2 базы garcalc объявлена с межузельной подрешёткой, где стоит только VA, а у её разупорядоченной половины BCC_A2 там B, C, N, O, VA. | сторож движущей силы: проверено 30 из 30 пар «фаза-температура» (2 точки, 15 исключённых фаз); минимум 2099 Дж/моль у BETA_MN","4e4a77cc6429ca1e","ноутбук-win10",""
"DURANICKEL 301","N-20|DURANICKEL 301","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1714.95","1717.80","1714.99","1714.9","1717.9","30.3","1316","","","нет","18","ALPHA_MN BCC_B2 BETA_MN BETA_RHOMBO_B DELTA DIAMOND_A4 ETA FCC_A1 GAMMA_DP GAMMA_PRIME HCP_A3 LAVES LAV_C14 LIQUID NIAL NITI2 TIB TIB2","FCC_A1","","f9808f70f96b038b","ноутбук-win10",""
"DURANICKEL 301","N-20|DURANICKEL 301","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","1714.99","1717.80","1714.99","1714.9","1717.9","5.9","1316","","","нет","18","ALPHA_MN BCC_B2 BETA_MN BETA_RHOMBO_B DELTA DIAMOND_A4 ETA FCC_A1 GAMMA_DP GAMMA_PRIME HCP_A3 LAVES LAV_C14 LIQUID NIAL NITI2 TIB TIB2","FCC_A1","","f9808f70f96b038b","ноутбук-win10",""
"DURANICKEL 301","N-20|DURANICKEL 301","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","bystryj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1714.95","1717.80","1714.99","1714.9","1717.9","10.9","413","","","нет","12","BCC_B2 DELTA ETA FCC_A1 GAMMA_DP GAMMA_PRIME HCP_A3 LAVES LAV_C14 LIQUID NIAL TIB2","FCC_A1","","7478315ee485d770","ноутбук-win10",""
"DURANICKEL 301","N-20|DURANICKEL 301","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1714.9","1717.9","","1714.9","1717.9","5.9","515","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","фаза BCC_B2 исключена из расчёта: BCC_B2 базы garcalc объявлена с межузельной подрешёткой, где стоит только VA, а у её разупорядоченной половины BCC_A2 там B, C, N, O, VA. | сторож движущей силы: проверено 28 из 28 пар «фаза-температура» (2 точки, 14 исключённых фаз); минимум 2040 Дж/моль у GAMMA_PRIME","6c0670719b4496d6","ноутбук-win10",""
"DURANICKEL 301","N-20|DURANICKEL 301","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1714.9","1717.9","","1714.9","1717.9","5.8","535","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","фаза BCC_B2 исключена из расчёта: BCC_B2 базы garcalc объявлена с межузельной подрешёткой, где стоит только VA, а у её разупорядоченной половины BCC_A2 там B, C, N, O, VA. | сторож движущей силы: проверено 28 из 28 пар «фаза-температура» (2 точки, 14 исключённых фаз); минимум 2040 Дж/моль у GAMMA_PRIME","064073170d4d2946","ноутбук-win10",""
"HAYNES Waspaloy","N-55|HAYNES Waspaloy","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1586.90","1641.70","1586.95","1586.9","1641.6","597.9","3451","","","нет","38","ALPHA_MN BETA_MN BETA_RHOMBO_B CEMENTITE CHI_A12 CO3MO CR3MN5 DELTA DIAMOND_A4 D_NIMO ETA FCC_A1 GAMMA_DP GAMMA_PRIME GRAPHITE G_PHASE HCP_A3 KSI_CARBIDE LAVES LAV_C14 LIQUID M23C6 M23C6_WY M3C2 M6C M6C_WY M7C3 MOB2 MU_PHASE NI2CR NIAL NITI2 P_PHASE R_PHASE SIGMA TIB TIB2 ZET","","детектор пары снял: BCC_B2 | scheil converged=False (в приложении: «Расчёт завершён: нет»), доля твёрдого в конце 0.0","823f875893c62307","ноутбук-win10",""
"HAYNES Waspaloy","N-55|HAYNES Waspaloy","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","1586.95","1641.70","1586.95","1586.9","1641.6","247.5","3451","","","нет","38","ALPHA_MN BETA_MN BETA_RHOMBO_B CEMENTITE CHI_A12 CO3MO CR3MN5 DELTA DIAMOND_A4 D_NIMO ETA FCC_A1 GAMMA_DP GAMMA_PRIME GRAPHITE G_PHASE HCP_A3 KSI_CARBIDE LAVES LAV_C14 LIQUID M23C6 M23C6_WY M3C2 M6C M6C_WY M7C3 MOB2 MU_PHASE NI2CR NIAL NITI2 P_PHASE R_PHASE SIGMA TIB TIB2 ZET","FCC_A1","детектор пары снял: BCC_B2 | scheil converged=False (в приложении: «Расчёт завершён: нет»), доля твёрдого в конце 0.0","823f875893c62307","ноутбук-win10",""
"HAYNES Waspaloy","N-55|HAYNES Waspaloy","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","bystryj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1586.90","1641.70","1586.95","1586.9","1641.6","564.7","3912","","","нет","26","CEMENTITE CHI_A12 DELTA D_NIMO ETA FCC_A1 GAMMA_DP GAMMA_PRIME G_PHASE HCP_A3 LAVES LAV_C14 LIQUID M23C6 M23C6_WY M3C2 M6C M6C_WY M7C3 MU_PHASE NI2CR NIAL P_PHASE R_PHASE SIGMA TIB2","","детектор пары снял: BCC_B2 | scheil converged=False (в приложении: «Расчёт завершён: нет»), доля твёрдого в конце 0.0","7a5c98137eb4ff2a","ноутбук-win10",""
"HAYNES Waspaloy","N-55|HAYNES Waspaloy","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","","","","","","","1586.9","1641.6","192.9","10803","отказ: память, пик 10.5 ГиБ","ResourceWarning: Enable tracemalloc to get the object allocation traceback | ноутбук 16 ГБ; перенос на другую машину","нет","","","","","143b695056c8871e","ноутбук-win10",""
"HAYNES Waspaloy","N-55|HAYNES Waspaloy","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","","","","","","","1586.9","1641.6","192.9","10820","отказ: память, пик 10.6 ГиБ","ResourceWarning: Enable tracemalloc to get the object allocation traceback | ноутбук 16 ГБ; перенос на другую машину","нет","","","","","bbe94a17592d6757","ноутбук-win10",""
"ХН67МВТЮ","8-26|ХН67МВТЮ","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1589.87","1641.55","1589.95","1589.9","1641.6","458.8","3171","","","нет","38","ALPHA_MN BETA_MN BETA_RHOMBO_B CEMENTITE CHI_A12 CR3MN5 DELTA DIAMOND_A4 D_NIMO ETA FCC_A1 GAMMA_DP GAMMA_PRIME GRAPHITE G_PHASE HCP_A3 KSI_CARBIDE LAVES LAV_C14 LIQUID M23C6 M23C6_WY M3C2 M6C M6C_WY M7C3 MOB2 MU_PHASE NI2CR NIAL NITI2 P_PHASE R_PHASE SIGMA TIB TIB2 WC ZET","","детектор пары снял: BCC_B2 | scheil converged=False (в приложении: «Расчёт завершён: нет»), доля твёрдого в конце 0.0","631b052dd87fa5a0","ноутбук-win10",""
"ХН67МВТЮ","8-26|ХН67МВТЮ","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","1589.95","1641.55","1589.95","1589.9","1641.6","166.0","3171","","","нет","38","ALPHA_MN BETA_MN BETA_RHOMBO_B CEMENTITE CHI_A12 CR3MN5 DELTA DIAMOND_A4 D_NIMO ETA FCC_A1 GAMMA_DP GAMMA_PRIME GRAPHITE G_PHASE HCP_A3 KSI_CARBIDE LAVES LAV_C14 LIQUID M23C6 M23C6_WY M3C2 M6C M6C_WY M7C3 MOB2 MU_PHASE NI2CR NIAL NITI2 P_PHASE R_PHASE SIGMA TIB TIB2 WC ZET","FCC_A1","детектор пары снял: BCC_B2 | scheil converged=False (в приложении: «Расчёт завершён: нет»), доля твёрдого в конце 0.0","631b052dd87fa5a0","ноутбук-win10",""
"ХН67МВТЮ","8-26|ХН67МВТЮ","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","bystryj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1589.87","1641.55","1589.95","1589.9","1641.6","434.0","3550","","","нет","26","CEMENTITE CHI_A12 DELTA D_NIMO ETA FCC_A1 GAMMA_DP GAMMA_PRIME G_PHASE HCP_A3 LAVES LAV_C14 LIQUID M23C6 M23C6_WY M3C2 M6C M6C_WY M7C3 MU_PHASE NI2CR NIAL P_PHASE R_PHASE SIGMA TIB2","","детектор пары снял: BCC_B2 | scheil converged=False (в приложении: «Расчёт завершён: нет»), доля твёрдого в конце 0.0","58dfbec0b0ea0f26","ноутбук-win10",""
"ХН67МВТЮ","8-26|ХН67МВТЮ","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1589.9","1641.6","","1589.9","1641.6","158.0","8005","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","фаза BCC_B2 исключена из расчёта: BCC_B2 базы garcalc объявлена с межузельной подрешёткой, где стоит только VA, а у её разупорядоченной половины BCC_A2 там B, C, N, O, VA. | сторож движущей силы: проверено 70 из 70 пар «фаза-температура» (2 точки, 35 исключённых фаз); минимум 418 Дж/моль у M23C6","cea847cea2d38001","ноутбук-win10",""
"ХН67МВТЮ","8-26|ХН67МВТЮ","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1589.9","1641.6","","1589.9","1641.6","157.9","8005","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","фаза BCC_B2 исключена из расчёта: BCC_B2 базы garcalc объявлена с межузельной подрешёткой, где стоит только VA, а у её разупорядоченной половины BCC_A2 там B, C, N, O, VA. | сторож движущей силы: проверено 70 из 70 пар «фаза-температура» (2 точки, 35 исключённых фаз); минимум 418 Дж/моль у M23C6","410f68ed6b3bf1e3","ноутбук-win10",""
"ХН73МБТЮ","8-34|ХН73МБТЮ","dobor_Ni","Ni","mc_ni_2036","databases/converted/mc_ni_v2036.garcalc.tdb","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1582.76","1639.28","1582.81","1582.9","1639.4","373.3","3085","","","нет","38","ALPHA_MN BETA_MN BETA_RHOMBO_B CEMENTITE CHI_A12 CR3MN5 DELTA DIAMOND_A4 D_NIMO ETA FCC_A1 GAMMA_DP GAMMA_PRIME GRAPHITE G_PHASE HCP_A3 KSI_CARBIDE LAVES LAV_C14 LIQUID M23C6 M23C6_WY M3C2 M6C M6C_WY M7C3 MOB2 MU_PHASE NBB NI2CR NIAL NITI2 P_PHASE R_PHASE SIGMA TIB TIB2 ZET","","детектор пары снял: BCC_B2 | scheil converged=False (в приложении: «Расчёт завершён: нет»), доля твёрдого в конце 0.0","afe59a121cdcdfab","ноутбук-win10",""
