[1/130] f_startup_ni: снят, 12.2 с, пик 0.24 ГиБ, всего 0.2 мин
[64/130] g_single_ni: снят, 22.9 с, пик 0.31 ГиБ, всего 37.3 мин
[65/130] g_single_al: снят, 18.3 с, пик 0.30 ГиБ, всего 37.6 мин
[66/130] g_single_fe: снят, 25.9 с, пик 0.31 ГиБ, всего 38.0 мин
[67/130] g_hom_ni: снят, 22.4 с, пик 0.33 ГиБ, всего 38.4 мин
[68/130] g_hom_fe: снят, 25.9 с, пик 0.34 ГиБ, всего 38.8 мин
[69/130] g_hom_al: снят, 10.7 с, пик 0.24 ГиБ, всего 39.0 мин
[70/130] g_kwn_ni: снят, 34.6 с, пик 0.37 ГиБ, всего 39.6 мин
[71/130] g_kwn_al: снят, 25.4 с, пик 0.40 ГиБ, всего 40.0 мин
[72/130] g_kwn_fe: снят, 74.7 с, пик 0.41 ГиБ, всего 41.2 мин
[73/130] g_kwn_fe_provenance: снят, 65.6 с, пик 0.43 ГиБ, всего 42.3 мин
[74/130] g_kwn_matrix_al: снят, 10.2 с, пик 0.23 ГиБ, всего 42.5 мин
[75/130] g_kwn_matrix_fe: снят, 13.7 с, пик 0.25 ГиБ, всего 42.7 мин
[76/130] g_kwn_too_long: снят, 13.2 с, пик 0.25 ГиБ, всего 43.0 мин
[77/130] g_kwn_eight: снят, 12.7 с, пик 0.25 ГиБ, всего 43.2 мин
[78/130] g_bounded_kin_single: снят, 11.2 с, пик 0.24 ГиБ, всего 43.4 мин
[79/130] g_bounded_kin_hom: снят, 11.2 с, пик 0.24 ГиБ, всего 43.5 мин
[80/130] g_bad_couple_1: снят, 13.7 с, пик 0.26 ГиБ, всего 43.8 мин
[81/130] g_bad_couple_2: снят, 13.2 с, пик 0.25 ГиБ, всего 44.0 мин
[82/130] g_bad_couple_3: снят, 13.2 с, пик 0.25 ГиБ, всего 44.2 мин
[83/130] g_kwn_grid: снят, 21.8 с, пик 0.26 ГиБ, всего 44.6 мин
[84/130] g_ni_kwn_hour: снят, 77.2 с, пик 0.38 ГиБ, всего 45.9 мин
[85/130] g_fe_defaults: снят, 12.7 с, пик 0.25 ГиБ, всего 46.1 мин
[86/130] h_library_ni: снят, 34.0 с, пик 0.30 ГиБ, всего 46.6 мин
[87/130] h_library_al: снят, 34.1 с, пик 0.30 ГиБ, всего 47.2 мин
[88/130] h_library_fe: снят, 34.1 с, пик 0.31 ГиБ, всего 47.8 мин
[89/130] h_library_roundtrip: снят, 28.4 с, пик 0.30 ГиБ, всего 48.3 мин
[90/130] h_project_ni: снят, 26.9 с, пик 0.29 ГиБ, всего 48.7 мин
[91/130] h_project_al: снят, 24.9 с, пик 0.29 ГиБ, всего 49.1 мин
[92/130] h_project_fe: снят, 23.4 с, пик 0.30 ГиБ, всего 49.5 мин
[93/130] h_project_export: снят, 34.0 с, пик 0.31 ГиБ, всего 50.1 мин
[94/130] h_confirmations: снят, 17.8 с, пик 0.29 ГиБ, всего 50.4 мин
[95/130] h_history: снят, 25.4 с, пик 0.29 ГиБ, всего 50.8 мин
[96/130] h_batch_comma: снят, 15.2 с, пик 0.26 ГиБ, всего 51.0 мин
[97/130] h_batch_semicolon: снят, 14.7 с, пик 0.26 ГиБ, всего 51.3 мин
[98/130] h_batch_comma_bom: снят, 14.7 с, пик 0.26 ГиБ, всего 51.5 мин
[99/130] h_batch_semicolon_bom: снят, 14.7 с, пик 0.26 ГиБ, всего 51.8 мин
[100/130] h_batch_junk: снят, 14.7 с, пик 0.26 ГиБ, всего 52.0 мин
[101/130] h_batch_template: снят, 16.8 с, пик 0.27 ГиБ, всего 52.3 мин
[102/130] h_batch_summary: снят, 24.9 с, пик 0.42 ГиБ, всего 52.7 мин
[103/130] h_batch_three: снят, 43.7 с, пик 1.41 ГиБ, всего 53.5 мин
[104/130] h_batch_c15: снят, 14.7 с, пик 0.26 ГиБ, всего 53.7 мин
[105/130] h_first_run: снят, 13.2 с, пик 0.24 ГиБ, всего 53.9 мин
[106/130] h_phase_reference_ni: снят, 12.7 с, пик 0.25 ГиБ, всего 54.1 мин
[107/130] h_phase_reference_al: снят, 10.7 с, пик 0.24 ГиБ, всего 54.3 мин
[108/130] h_phase_reference_fe: снят, 14.2 с, пик 0.26 ГиБ, всего 54.5 мин
[109/130] h_batch_fe08: снят, 26.9 с, пик 0.84 ГиБ, всего 55.0 мин
[110/130] sh_density_nicr_on: снят, 19.8 с, пик 0.43 ГиБ, всего 55.3 мин
[111/130] sh_density_t_nicr_on: снят, 26.9 с, пик 1.09 ГиБ, всего 55.8 мин
[112/130] sh_elastic_nicr_on: снят, 21.3 с, пик 0.45 ГиБ, всего 56.1 мин
[113/130] sh_density_nicr_off: снят, 19.8 с, пик 0.43 ГиБ, всего 56.5 мин
[114/130] sh_density_t_nicr_off: снят, 27.9 с, пик 1.09 ГиБ, всего 56.9 мин
[115/130] sh_elastic_nicr_off: снят, 21.3 с, пик 0.45 ГиБ, всего 57.3 мин
[116/130] sh_density_nialcr_on: снят, 20.8 с, пик 0.49 ГиБ, всего 57.6 мин
[117/130] sh_density_t_nialcr_on: снят, 35.6 с, пик 2.41 ГиБ, всего 58.2 мин
[118/130] sh_elastic_nialcr_on: снят, 22.4 с, пик 0.51 ГиБ, всего 58.6 мин
[119/130] sh_density_nialcr_off: снят, 20.9 с, пик 0.49 ГиБ, всего 58.9 мин
[120/130] sh_density_t_nialcr_off: снят, 36.2 с, пик 2.41 ГиБ, всего 59.5 мин
[121/130] sh_elastic_nialcr_off: снят, 23.9 с, пик 0.51 ГиБ, всего 59.9 мин
[122/130] sh_density_fecrc_on: снят, 25.4 с, пик 0.61 ГиБ, всего 60.4 мин
[123/130] sh_density_t_fecrc_on: снят, 60.1 с, пик 2.88 ГиБ, всего 61.4 мин
[124/130] sh_elastic_fecrc_on: снят, 27.5 с, пик 0.63 ГиБ, всего 61.8 мин
[125/130] sh_density_fecrc_off: снят, 25.4 с, пик 0.61 ГиБ, всего 62.3 мин
[126/130] sh_density_t_fecrc_off: снят, 58.0 с, пик 2.87 ГиБ, всего 63.2 мин
[127/130] sh_elastic_fecrc_off: снят, 26.4 с, пик 0.63 ГиБ, всего 63.7 мин
[128/130] sh_solid_nicr: снят, 29.0 с, пик 0.49 ГиБ, всего 64.1 мин
[129/130] sh_solid_nialcr: снят, 36.8 с, пик 0.56 ГиБ, всего 64.8 мин
[130/130] sh_solid_fecrc: снят, 57.5 с, пик 1.45 ГиБ, всего 65.7 мин
exit=0
