[1/130] f_startup_ni: снят, 11.7 с, пик 0.24 ГиБ, всего 0.2 мин
[24/130] f_energy_fe: снят, 17.8 с, пик 0.38 ГиБ, всего 14.3 мин
[25/130] f_driving_ni: снят, 15.3 с, пик 0.43 ГиБ, всего 14.6 мин
[26/130] f_driving_al: снят, 18.3 с, пик 1.02 ГиБ, всего 14.9 мин
[27/130] f_driving_fe: снят, 21.4 с, пик 0.68 ГиБ, всего 15.2 мин
[28/130] f_tzero_ni: снят, 15.8 с, пик 0.31 ГиБ, всего 15.5 мин
[29/130] f_tzero_al: снят, 12.7 с, пик 0.30 ГиБ, всего 15.7 мин
[30/130] f_tzero_fe: снят, 43.2 с, пик 0.32 ГиБ, всего 16.4 мин
[31/130] f_density_ni: снят, 19.3 с, пик 0.41 ГиБ, всего 16.7 мин
[32/130] f_density_al: снят, 20.3 с, пик 0.99 ГиБ, всего 17.1 мин
[33/130] f_density_fe: снят, 25.4 с, пик 0.72 ГиБ, всего 17.5 мин
[34/130] f_density_warning_ni: снят, 51.4 с, пик 1.67 ГиБ, всего 18.4 мин
[35/130] f_density_t_ni: снят, 15.8 с, пик 0.43 ГиБ, всего 18.6 мин
[36/130] f_density_t_al: снят, 36.6 с, пик 2.57 ГиБ, всего 19.2 мин
[37/130] f_density_t_fe: снят, 31.5 с, пик 1.34 ГиБ, всего 19.8 мин
[38/130] f_elastic_ni: снят, 19.8 с, пик 0.43 ГиБ, всего 20.1 мин
[39/130] f_elastic_al: снят, 21.3 с, пик 0.99 ГиБ, всего 20.4 мин
[40/130] f_elastic_fe: снят, 26.9 с, пик 0.72 ГиБ, всего 20.9 мин
[41/130] f_strength_ni: снят, 12.2 с, пик 0.25 ГиБ, всего 21.1 мин
[42/130] f_strength_al: снят, 10.2 с, пик 0.24 ГиБ, всего 21.3 мин
[43/130] f_strength_fe: снят, 13.7 с, пик 0.26 ГиБ, всего 21.5 мин
[44/130] f_binary_ni: снят, 28.5 с, пик 0.42 ГиБ, всего 22.0 мин
[45/130] f_binary_al: снят, 42.7 с, пик 1.18 ГиБ, всего 22.7 мин
[46/130] f_binary_fe: снят, 34.6 с, пик 0.96 ГиБ, всего 23.3 мин
[47/130] f_isopleth_ni: снят, 78.8 с, пик 1.29 ГиБ, всего 24.6 мин
[48/130] f_isopleth_al: снят, 193.1 с, пик 1.94 ГиБ, всего 27.8 мин
[49/130] f_isopleth_fe: снят, 72.7 с, пик 1.49 ГиБ, всего 29.0 мин
[50/130] f_ternary_ni: снят, 39.7 с, пик 0.79 ГиБ, всего 29.7 мин
[51/130] f_ternary_al: снят, 110.8 с, пик 1.59 ГиБ, всего 31.5 мин
[52/130] f_ternary_fe: снят, 43.2 с, пик 0.93 ГиБ, всего 32.2 мин
[53/130] f_tmap_ni: снят, 25.4 с, пик 1.36 ГиБ, всего 32.6 мин
[54/130] f_tmap_al: снят, 65.3 с, пик 3.12 ГиБ, всего 33.7 мин
[55/130] f_tmap_fe: снят, 41.2 с, пик 2.89 ГиБ, всего 34.4 мин
[56/130] f_phasemap3_ni: снят, 11.2 с, пик 0.24 ГиБ, всего 34.6 мин
[57/130] f_phasemap3_al: снят, 9.2 с, пик 0.23 ГиБ, всего 34.8 мин
[58/130] f_phasemap3_fe: снят, 12.2 с, пик 0.25 ГиБ, всего 35.0 мин
[59/130] f_db_change: снят, 25.4 с, пик 0.44 ГиБ, всего 35.4 мин
[60/130] g_render_ni: снят, 10.7 с, пик 0.24 ГиБ, всего 35.6 мин
[61/130] g_render_al: снят, 8.6 с, пик 0.23 ГиБ, всего 35.7 мин
[62/130] g_render_fe: снят, 12.2 с, пик 0.25 ГиБ, всего 35.9 мин
[63/130] g_run_gate: снят, 22.9 с, пик 0.28 ГиБ, всего 36.3 мин
[64/130] g_single_ni: снят, 20.8 с, пик 0.31 ГиБ, всего 36.6 мин
[65/130] g_single_al: снят, 16.8 с, пик 0.30 ГиБ, всего 36.9 мин
[66/130] g_single_fe: снят, 24.4 с, пик 0.32 ГиБ, всего 37.3 мин
[67/130] g_hom_ni: снят, 21.3 с, пик 0.33 ГиБ, всего 37.7 мин
[68/130] g_hom_fe: снят, 25.9 с, пик 0.34 ГиБ, всего 38.1 мин
[69/130] g_hom_al: снят, 10.2 с, пик 0.24 ГиБ, всего 38.3 мин
[70/130] g_kwn_ni: снят, 34.1 с, пик 0.38 ГиБ, всего 38.9 мин
[71/130] g_kwn_al: снят, 24.4 с, пик 0.41 ГиБ, всего 39.3 мин
[72/130] g_kwn_fe: снят, 73.2 с, пик 0.41 ГиБ, всего 40.5 мин
[73/130] g_kwn_fe_provenance: снят, 61.5 с, пик 0.43 ГиБ, всего 41.5 мин
[74/130] g_kwn_matrix_al: снят, 9.2 с, пик 0.23 ГиБ, всего 41.7 мин
[75/130] g_kwn_matrix_fe: снят, 12.7 с, пик 0.25 ГиБ, всего 41.9 мин
[76/130] g_kwn_too_long: снят, 13.2 с, пик 0.25 ГиБ, всего 42.1 мин
[77/130] g_kwn_eight: снят, 13.2 с, пик 0.25 ГиБ, всего 42.3 мин
[78/130] g_bounded_kin_single: снят, 11.7 с, пик 0.24 ГиБ, всего 42.5 мин
[79/130] g_bounded_kin_hom: снят, 11.2 с, пик 0.24 ГиБ, всего 42.7 мин
[80/130] g_bad_couple_1: снят, 13.7 с, пик 0.26 ГиБ, всего 42.9 мин
[81/130] g_bad_couple_2: снят, 13.2 с, пик 0.25 ГиБ, всего 43.1 мин
[82/130] g_bad_couple_3: снят, 13.2 с, пик 0.26 ГиБ, всего 43.4 мин
[83/130] g_kwn_grid: снят, 20.8 с, пик 0.26 ГиБ, всего 43.7 мин
[84/130] g_ni_kwn_hour: снят, 74.7 с, пик 0.39 ГиБ, всего 45.0 мин
[85/130] g_fe_defaults: снят, 12.2 с, пик 0.25 ГиБ, всего 45.2 мин
[86/130] h_library_ni: снят, 32.0 с, пик 0.30 ГиБ, всего 45.7 мин
[87/130] h_library_al: снят, 32.0 с, пик 0.30 ГиБ, всего 46.2 мин
[88/130] h_library_fe: снят, 32.0 с, пик 0.31 ГиБ, всего 46.8 мин
[89/130] h_library_roundtrip: снят, 26.4 с, пик 0.30 ГиБ, всего 47.2 мин
[90/130] h_project_ni: снят, 24.9 с, пик 0.29 ГиБ, всего 47.6 мин
[91/130] h_project_al: снят, 23.4 с, пик 0.29 ГиБ, всего 48.0 мин
[92/130] h_project_fe: снят, 21.9 с, пик 0.30 ГиБ, всего 48.4 мин
[93/130] h_project_export: снят, 31.5 с, пик 0.31 ГиБ, всего 48.9 мин
[94/130] h_confirmations: снят, 16.8 с, пик 0.28 ГиБ, всего 49.2 мин
[95/130] h_history: снят, 23.4 с, пик 0.28 ГиБ, всего 49.6 мин
[96/130] h_batch_comma: снят, 13.7 с, пик 0.26 ГиБ, всего 49.8 мин
[97/130] h_batch_semicolon: снят, 13.7 с, пик 0.26 ГиБ, всего 50.0 мин
[98/130] h_batch_comma_bom: снят, 13.7 с, пик 0.26 ГиБ, всего 50.3 мин
[99/130] h_batch_semicolon_bom: снят, 13.7 с, пик 0.26 ГиБ, всего 50.5 мин
[100/130] h_batch_junk: снят, 13.7 с, пик 0.26 ГиБ, всего 50.7 мин
[101/130] h_batch_template: снят, 15.3 с, пик 0.27 ГиБ, всего 51.0 мин
[102/130] h_batch_summary: снят, 22.9 с, пик 0.42 ГиБ, всего 51.3 мин
[103/130] h_batch_three: снят, 43.2 с, пик 1.41 ГиБ, всего 52.1 мин
[104/130] h_batch_c15: снят, 14.2 с, пик 0.26 ГиБ, всего 52.3 мин
[105/130] h_first_run: снят, 12.7 с, пик 0.25 ГиБ, всего 52.5 мин
[106/130] h_phase_reference_ni: снят, 12.2 с, пик 0.25 ГиБ, всего 52.7 мин
[107/130] h_phase_reference_al: снят, 10.2 с, пик 0.24 ГиБ, всего 52.9 мин
[108/130] h_phase_reference_fe: снят, 13.7 с, пик 0.26 ГиБ, всего 53.1 мин
[109/130] h_batch_fe08: снят, 26.4 с, пик 0.84 ГиБ, всего 53.6 мин
[110/130] sh_density_nicr_on: снят, 18.8 с, пик 0.43 ГиБ, всего 53.9 мин
[111/130] sh_density_t_nicr_on: снят, 26.5 с, пик 1.09 ГиБ, всего 54.3 мин
[112/130] sh_elastic_nicr_on: снят, 20.3 с, пик 0.45 ГиБ, всего 54.6 мин
[113/130] sh_density_nicr_off: снят, 18.8 с, пик 0.43 ГиБ, всего 55.0 мин
[114/130] sh_density_t_nicr_off: снят, 27.0 с, пик 1.09 ГиБ, всего 55.4 мин
[115/130] sh_elastic_nicr_off: снят, 20.8 с, пик 0.45 ГиБ, всего 55.8 мин
[116/130] sh_density_nialcr_on: снят, 20.3 с, пик 0.49 ГиБ, всего 56.1 мин
[117/130] sh_density_t_nialcr_on: снят, 34.6 с, пик 2.41 ГиБ, всего 56.7 мин
[118/130] sh_elastic_nialcr_on: снят, 19.8 с, пик 0.51 ГиБ, всего 57.0 мин
[119/130] sh_density_nialcr_off: снят, 18.8 с, пик 0.49 ГиБ, всего 57.3 мин
[120/130] sh_density_t_nialcr_off: снят, 32.5 с, пик 2.41 ГиБ, всего 57.9 мин
[121/130] sh_elastic_nialcr_off: снят, 19.8 с, пик 0.51 ГиБ, всего 58.2 мин
[122/130] sh_density_fecrc_on: снят, 22.9 с, пик 0.61 ГиБ, всего 58.6 мин
[123/130] sh_density_t_fecrc_on: снят, 53.9 с, пик 2.88 ГиБ, всего 59.5 мин
[124/130] sh_elastic_fecrc_on: снят, 24.9 с, пик 0.63 ГиБ, всего 59.9 мин
[125/130] sh_density_fecrc_off: снят, 23.9 с, пик 0.61 ГиБ, всего 60.3 мин
[126/130] sh_density_t_fecrc_off: снят, 57.5 с, пик 2.87 ГиБ, всего 61.2 мин
[127/130] sh_elastic_fecrc_off: снят, 24.4 с, пик 0.63 ГиБ, всего 61.7 мин
[128/130] sh_solid_nicr: снят, 25.4 с, пик 0.49 ГиБ, всего 62.1 мин
[129/130] sh_solid_nialcr: снят, 27.9 с, пик 0.61 ГиБ, всего 62.5 мин
[130/130] sh_solid_fecrc: снят, 52.9 с, пик 1.44 ГиБ, всего 63.4 мин
exit=0
