T, °C;точка ТЗ;фаза;мольная доля фазы, %;массовая доля фазы, %;x(NI);x(CR);x(MO);x(AL);x(C);x(FE);x(MN);x(NB);x(S);x(SI);x(TI);NI, масс. %;CR, масс. %;MO, масс. %;AL, масс. %;C, масс. %;FE, масс. %;MN, масс. %;NB, масс. %;S, масс. %;SI, масс. %;TI, масс. %
675,0;нет;P_PHASE;23,695781250534388;25,526912056969408;0,4168953934113146;0,3688188923029711;0,21428571428571427;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,10957128384573;29,869362363489884;32,02106635266438;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
700,0;да;FCC_A1;77,50216252218527;75,82023366079082;0,6917576198501736;0,240498817049979;0,042379553392245015;0,007125073442164126;8,111996330783071e-06;0,006884202382163636;0,006518978426257865;0,0004966171234113395;9,999918880036488e-15;0,002738002950757725;0,001593023386506948;69,63328293469161;21,447747559743387;6,97356574292102;0,3297272866952013;0,00016711126327120449;0,6594050784329013;0,6142585334853246;0,07913454903780506;5,499713612056546e-13;0,13189091509045173;0,13082028863847453
700,0;да;M23C6;0,11687480154170607;0,09632893569458068;0,1891188531274789;0,5001776867735068;0,09479885268213527;0,0;0,20689655172413793;0,00034208683110290467;2,0695393998735297e-05;0,0;0,0;0,0;0,008645273467639323;22,596083299183697;52,945430121859374;18,515567489538256;0,0;5,059022972405648;0,038892909817785065;0,0023146257269195227;0,0;0,0;0,0;0,8426885814683208
700,0;да;MNS_Q;0,07434385197343389;0,05426557376664036;0,0;0,0;0,0;0,0;0,0;9,122703044370544e-07;0,4999990877296956;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00011711544002738276;63,144106841223774;0,0;36,85577604333619;0,0;0,0
700,0;да;P_PHASE;22,30661887710223;24,02917182974795;0,4164052559558063;0,3693090297584794;0,21428571428571427;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,06671177472469;29,910585416199023;32,022702809076286;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
725,0;нет;FCC_A1;79,05757942261641;77,49647867784041;0,6864557658227279;0,24291591637531337;0,04575964164745547;0,006984891318888302;1,1485508104531796e-05;0,006748734329233457;0,006390717452811412;0,00048684643886308534;9,999885144918841e-15;0,002684134156796973;0,0015618669497952872;68,96175681184356;21,62009294741613;7,514740340657604;0,3225953009187164;0,00023613536235716123;0,6451397930678451;0,6009718252437553;0,07742287239798379;5,488724723099213e-13;0,12903812046030674;0,12800585263120692
725,0;нет;M23C6;0,11552457871718126;0,09525863237416149;0,1922068013468034;0,49706717356735153;0,09482365197537708;0,0;0,20689655172413793;0,00036288800361567375;2,3564543646226252e-05;0,0;0,0;0,0;0,008619368839068095;22,95477385141434;52,592664725034766;18,512136724698696;0,0;5,056762737336279;0,04123942655436361;0,0026343412734208234;0,0;0,0;0,0;0,8397881936881249
725,0;нет;MNS_Q;0,07434385984844069;0,05426557980694293;0,0;0,0;0,0;0,0;0,0;1,3156175985462452e-06;0,49999868438240147;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001688963588023233;63,14405537093212;0,0;36,85577573270909;0,0;0,0
725,0;нет;P_PHASE;20,752552418224997;22,353997109978472;0,4159330459127884;0,3697812398014973;0,21428571428571427;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,025415764169566;29,95030466764875;32,024279568181676;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
750,0;да;FCC_A1;80,71636788152864;79,28380814790653;0,6810020256772543;0,24541519340685264;0,049220211041862715;0,006841346034810156;1,600060128377655e-05;0,006610021986892485;0,006259379605658257;0,00047684133960151464;9,999839993987142e-15;0,0026289729755129333;0,001530007330261041;68,27468907637012;21,79809790253938;8,066597796509091;0,31532289790815904;0,0003282938053324128;0,6305941978018006;0,5874235497070902;0,07567749520321439;5,477533684645969e-13;0,12612915886763645;0,12513963128763186
750,0;да;M23C6;0,11367109947697746;0,09376952050102833;0,19507029516043076;0,49418204161433693;0,09485076637540969;0,0;0,2068965517241379;0,0003828250168253792;2,6632710880444383e-05;0,0;0,0;0,0;0,008590887397978836;23,28700973729644;52,26553117596165;18,50968519611341;0,0;5,054647725491846;0,043486918352290425;0,0029760943384223026;0,0;0,0;0,0;0,836663152445933
750,0;да;MNS_Q;0,07434385873950247;0,0542655799215524;0,0;0,0;0,0;0,0;0,0;1,8613957449851172e-06;0,499998138604255;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00023896226409572313;63,14398572534322;0,0;36,85577531239268;0,0;0,0
750,0;да;P_PHASE;19,095616936837214;20,568156751670898;0,4154473817103769;0,37026690400390877;0,21428571428571427;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,98293890958026;29,991159676293577;32,02590141412617;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
775,0;нет;FCC_A1;82,48647355831478;81,19071644372693;0,6753980946234466;0,2479968208303792;0,05275872974783743;0,006694535167742737;2,1960308168224886e-05;0,0064681608032916265;0,006125054497264664;0,00046660863694056916;2,0032097666637487e-14;0,0025725569362046474;0,0014974784487043133;67,57256598041631;21,981762888615783;8,628603546580464;0,30791697501575843;0,0004496390976821784;0,6157821947700249;0,5736265874537595;0,07390007442772162;1,0950089971172643e-12;0,12316679080381499;0,12222532281760955
