T, °C;межфазная энергия, Дж/м²;места зарождения;t, ч;CR в сплаве, масс. %;CR в матрице, масс. %;CR, сдвиг от сплава, масс. %;CR равновесно в двухфазной задаче, масс. %;CR равновесно по 12-2, масс. %;MO в сплаве, масс. %;MO в матрице, масс. %;MO, сдвиг от сплава, масс. %;MO равновесно в двухфазной задаче, масс. %;MO равновесно по 12-2, масс. %
700,0;0,1;границы зёрен;5031,539250891247;23,5;21,52255936636603;-1,9774406336339716;21,50431785143477;21,447747559743387;13,0;7,129498223797053;-5,870501776202947;7,075343958102852;6,97356574292102
700,0;0,1;границы зёрен;8902,10974197184;23,5;21,520181593418716;-1,979818406581284;21,504317851583988;21,447747559743387;13,0;7,122439240526085;-5,877560759473915;7,0753439585949325;6,97356574292102
700,0;0,1;границы зёрен;10000,0;23,5;21,519505686789405;-1,9804943132105954;21,504317851662083;21,447747559743387;13,0;7,120432651340409;-5,879567348659591;7,07534395825124;6,97356574292102
700,0;0,1;границы зёрен;15770,595494570467;23,5;21,517554423436952;-1,9824455765630482;21,504317851576186;21,447747559743387;13,0;7,114639862999292;-5,885360137000708;7,075343957907394;6,97356574292102
700,0;0,1;границы зёрен;27941,045955771046;23,5;21,514711630247888;-1,9852883697521122;21,504317851680774;21,447747559743387;13,0;7,106200356781114;-5,893799643218886;7,075343958636865;6,97356574292102
700,0;0,1;границы зёрен;49482,2396804605;23,5;21,513079403861838;-1,9869205961381624;21,50431785150697;21,447747559743387;13,0;7,1013547054254;-5,8986452945746;7,075343958535443;6,97356574292102
700,0;0,1;границы зёрен;87600,0;23,5;21,51146626981728;-1,98853373018272;21,504317851580012;21,447747559743387;13,0;7,096565734207689;-5,903434265792311;7,075343957969964;6,97356574292102
700,0;0,125;границы зёрен;0,001;23,5;23,500000000000004;3,552713678800501e-15;21,504317851399797;21,447747559743387;13,0;12,999999999999998;-1,7763568394002505e-15;7,075343957824284;6,97356574292102
700,0;0,125;границы зёрен;0,0017729644567724885;23,5;23,500000000000004;3,552713678800501e-15;21,504317851461625;21,447747559743387;13,0;12,999999999999998;-1,7763568394002505e-15;7,075343958087712;6,97356574292102
700,0;0,125;границы зёрен;0,003045726388706901;23,5;23,499999999999993;-7,105427357601002e-15;21,50431785159153;21,447747559743387;13,0;12,999999999999964;-3,552713678800501e-14;7,075343957975103;6,97356574292102
700,0;0,125;границы зёрен;0,005485512052557548;23,5;23,49999999999228;-7,720046824033489e-12;21,504317851467373;21,447747559743387;13,0;12,99999999997707;-2,2929214082978433e-11;7,075343958090399;6,97356574292102
700,0;0,125;границы зёрен;0,009784296300460817;23,5;23,499999999627065;-3,729354602910462e-10;21,50431785144107;21,447747559743387;13,0;12,999999998892854;-1,1071463745793153e-09;7,075343958220579;6,97356574292102
700,0;0,125;границы зёрен;0,010000000000000002;23,5;23,499999999581114;-4,1888625901265186e-10;21,50431785158206;21,447747559743387;13,0;12,999999998756415;-1,2435847906999697e-09;7,0753439578228114;6,97356574292102
700,0;0,125;границы зёрен;0,017435458151248917;23,5;23,49999999506201;-4,937991349152071e-09;21,504317851625995;21,447747559743387;13,0;12,99999998534038;-1,4659619296253368e-08;7,075343958189815;6,97356574292102
700,0;0,125;границы зёрен;0,0307849956883656;23,5;23,499999965735256;-3,426474393108947e-08;21,504317851806935;21,447747559743387;13,0;12,999999898276974;-1,0172302644662068e-07;7,075343958376129;6,97356574292102
700,0;0,125;границы зёрен;0,05451750854908852;23,5;23,49999977279571;-2,272042891604542e-07;21,504317851764604;21,447747559743387;13,0;12,99999932549015;-6,745098506399927e-07;7,0753439586495155;6,97356574292102
700,0;0,125;границы зёрен;0,09675486378359327;23,5;23,499998048523846;-1,9514761540051495e-06;21,504317851509697;21,447747559743387;13,0;12,999994206579938;-5,793420061905863e-06;7,075343958060813;6,97356574292102
700,0;0,125;границы зёрен;0,10000000000000002;23,5;23,499997786653424;-2,2133465762408377e-06;21,504317851689244;21,447747559743387;13,0;12,999993429155428;-6,570844572451051e-06;7,075343958879737;6,97356574292102
700,0;0,125;границы зёрен;0,1713621717662908;23,5;23,49998336320287;-1,6636797131042158e-05;21,50431785170363;21,447747559743387;13,0;12,999950609719724;-4,939028027628467e-05;7,075343958406999;6,97356574292102
