T, °C;межфазная энергия, Дж/м²;места зарождения;t, ч;средний радиус, нм;число выделений, 1/м³;критический радиус, нм;скорость зарождения, 1/(м³·с)
700,0;0,25;объём зерна;511,2587749415865;0,0;1,6733925826005174e-161;2,3922030860627252;1,4109332042702815e-164
700,0;0,25;объём зерна;905,6521559651597;0,0;3,674690486776559e-161;2,392203086062424;1,410946028886079e-164
700,0;0,25;объём зерна;1000,0;0,0;2,2013233767206446e-161;2,3922030860625623;1,4109475972669404e-164
700,0;0,25;объём зерна;1603,2837532047117;0,0;5,262609573807647e-161;2,3922030860623336;1,410953262775562e-164
700,0;0,25;объём зерна;2839,0358009060474;0,0;1,1533290509756762e-160;2,392203086062098;1,4109573504736915e-164
700,0;0,25;объём зерна;5028,633571792196;0,0;2,264416136812677e-160;2,392203086063054;1,4109596591866084e-164
700,0;0,25;объём зерна;8908,86767615496;0,0;4,2333984362152996e-160;2,3922030860623993;1,4109609635699676e-164
700,0;0,25;объём зерна;10000,0;0,0;4,6779620333572266e-160;2,3922030860627808;1,4109611478320065e-164
700,0;0,25;объём зерна;15765,470162594047;0,0;7,60358696275586e-160;2,392203086062665;1,4109616985216057e-164
700,0;0,25;объём зерна;27940,049585849076;0,0;1,378144466744612e-159;2,392203086062861;1,410962114521617e-164
700,0;0,25;объём зерна;49468,135641063185;0,0;2,4705637567858645e-159;2,3922030860632466;1,4109623488464161e-164
700,0;0,25;объём зерна;87600,0;0,0;3,092432560785392e-159;2,392203086062578;1,4109624816431775e-164
700,0;0,5;объём зерна;0,001;0,0;0,0;4,784406172125843;0,0
700,0;0,5;объём зерна;0,001769908906321979;0,0;0,0;4,7844061721265705;0,0
700,0;0,5;объём зерна;0,0031355141082460083;0,0;0,0;4,784406172124107;0,0
700,0;0,5;объём зерна;0,005554586920350339;0,0;0,0;4,7844061721258315;0,0
700,0;0,5;объём зерна;0,009835356723973405;0,0;0,0;4,784406172125538;0,0
700,0;0,5;объём зерна;0,010000000000000002;0,0;0,0;4,7844061721242594;0,0
700,0;0,5;объём зерна;0,01741420532255206;0,0;0,0;4,784406172126215;0,0
700,0;0,5;объём зерна;0,03084270003851134;0,0;0,0;4,784406172124015;0,0
700,0;0,5;объём зерна;0,054614930997190225;0,0;0,0;4,784406172125547;0,0
700,0;0,5;объём зерна;0,09671041261606801;0,0;0,0;4,784406172124122;0,0
700,0;0,5;объём зерна;0,10000000000000002;0,0;0,0;4,7844061721248865;0,0
700,0;0,5;объём зерна;0,17127951419477566;0,0;0,0;4,784406172125373;0,0
700,0;0,5;объём зерна;0,3035281041009391;0,0;0,0;4,784406172124602;0,0
700,0;0,5;объём зерна;0,5373684155160052;0,0;0,0;4,784406172124748;0,0
700,0;0,5;объём зерна;0,9511271808247345;0,0;0,0;4,784406172125097;0,0
700,0;0,5;объём зерна;1,0;0,0;0,0;4,784406172124626;0,0
700,0;0,5;объём зерна;1,6852501600765406;0,0;0,0;4,784406172124225;0,0
700,0;0,5;объём зерна;2,9833301265324974;0,0;0,0;4,784406172123863;0,0
700,0;0,5;объём зерна;5,2830095737983225;0,0;0,0;4,78440617212498;0,0
700,0;0,5;объём зерна;9,35969844997168;0,0;0,0;4,784406172124655;0,0
700,0;0,5;объём зерна;10,0;0,0;0,0;4,784406172125507;0,0
700,0;0,5;объём зерна;16,570959545682157;0,0;0,0;4,78440617212379;0,0
700,0;0,5;объём зерна;29,350528588955715;0,0;0,0;4,7844061721233135;0,0
700,0;0,5;объём зерна;51,97073204951477;0,0;0,0;4,784406172125263;0,0
700,0;0,5;объём зерна;92,06645694618066;0,0;0,0;4,784406172124571;0,0
700,0;0,5;объём зерна;100,0;0,0;0,0;4,784406172124786;0,0
700,0;0,5;объём зерна;163,07792971802743;0,0;0,0;4,784406172124713;0,0
700,0;0,5;объём зерна;200,0;0,0;0,0;4,784406172124605;0,0
700,0;0,5;объём зерна;288,7106794656684;0,0;0,0;4,784406172124497;0,0
700,0;0,5;объём зерна;511,2587749415865;0,0;0,0;4,784406172124003;0,0
700,0;0,5;объём зерна;905,6521559651597;0,0;0,0;4,784406172123833;0,0
700,0;0,5;объём зерна;1000,0;0,0;0,0;4,784406172124295;0,0
700,0;0,5;объём зерна;1603,2837532047117;0,0;0,0;4,784406172123999;0,0
700,0;0,5;объём зерна;2839,0358009060474;0,0;0,0;4,7844061721254825;0,0
700,0;0,5;объём зерна;5028,633571792196;0,0;0,0;4,78440617212447;0,0
700,0;0,5;объём зерна;8908,86767615496;0,0;0,0;4,78440617212559;0,0
700,0;0,5;объём зерна;10000,0;0,0;0,0;4,784406172124849;0,0
700,0;0,5;объём зерна;15765,470162594047;0,0;0,0;4,784406172125131;0,0
700,0;0,5;объём зерна;27940,049585849076;0,0;0,0;4,784406172125035;0,0
700,0;0,5;объём зерна;49468,135641063185;0,0;0,0;4,784406172124163;0,0
700,0;0,5;объём зерна;87600,0;0,0;0,0;4,784406172125495;0,0
