шаг;время, с;C в матрице, мол. доля;C в матрице до зажима;xEqAlpha C (kawin);доля M23C6;частиц, 1/м³;средний радиус, нм;C в выделениях / C сплава;невязка C (x0 − [(1−f)x + f_conc]);движущая сила, Дж/м³;зарождение, 1/(м³·с);Rcrit, нм
20;0.03610959860221228;0.009156215272969908;0.009156215272969908;2.751119173420291e-05;6.863823826325995e-06;8.81729911325396e+20;1.0700112730492228;0.0001550740086411935;0.0;1279833173.1977072;4.42815586607015e+22;0.46881110176327073
21;0.03765745482606491;0.009155873876283326;0.009155873876283326;2.7511191734337108e-05;8.59029885923591e-06;9.341908014375591e+20;1.1271603987013712;0.0001940801677365655;0.0;1279827859.5079467;4.442757969120694e+22;0.46881304820999986
22;0.03920532393917723;0.009155488900121985;0.009155488900121985;2.7511191734309566e-05;1.0537152227877435e-05;9.874238452514719e+20;1.1813345884403652;0.00023806532291404826;0.0;1279821867.1267858;4.456092175534206e+22;0.4688152432861665
23;0.040753207588040775;0.009155058721279825;0.009155058721279825;2.751119173420809e-05;1.2712589981333429e-05;1.0412437438315587e+21;1.232939825105688;0.00028721487300650594;0.0;1279815170.639759;4.468282369860708e+22;0.46881769630849873
24;0.04230110748090918;0.009154581744215568;0.009154581744215568;2.751119173428358e-05;1.5124677818281334e-05;1.0955144161867499e+21;1.2823154597156894;0.0003417110459175167;0.0;1279807745.0470853;4.479434498792929e+22;0.468820416443038
25;0.043849025386867725;0.009154056400534641;0.009154056400534641;2.7511191734303535e-05;1.7781343672591323e-05;1.150135411698936e+21;1.3297435999313338;0.0004017329570376556;0.0;1279799565.7428215;4.489639634066331e+22;0.4688234127128711
26;0.0453969631347354;0.009153481147112338;0.009153481147112338;2.7511191734300343e-05;2.0690387169513504e-05;1.2050321009056093e+21;1.3754587037054646;0.0004674568228876316;0.0;1279790608.4745598;4.498976425042242e+22;0.4688266940129895
27;0.04694492261233721;0.009152854464528383;0.009152854464528383;2.7511191734232967e-05;2.385948750663516e-05;1.2601485911008593e+21;1.4196561910559828;0.0005390561391723371;0.0;1279780849.3441064;4.507513089703968e+22;0.46883026911013925
28;0.048492905765610286;0.00915217485574495;0.00915217485574495;2.751119173438436e-05;2.7296210103145915e-05;1.3154426068501985e+21;1.4624997362153738;0.0006167018310073452;0.0;1279770264.7474988;4.515309027026277e+22;0.46883414666489476
29;0.050040914598016274;0.009151440844993478;0.009151440844993478;2.7511191734350308e-05;3.1008012192699404e-05;1.3708817889454528e+21;1.5041272535852064;0.0007005623792781362;0.0;1279758831.39751;4.5224161506537e+22;0.4688383352235153
30;0.05158895116961013;0.009150650976830802;0.009150650976830802;2.751119173410305e-05;3.500224755964793e-05;1.4264410160669616e+21;1.5446557304853434;0.0007908039276455984;0.0;1279746526.279004;4.528879981551277e+22;0.46884284323440384
31;0.053137017596500045;0.009149803815329828;0.009149803815329828;2.7511191734109544e-05;3.9286170594427686e-05;1.4821004651370434e+21;1.5841850957164338;0.00088759037416913;0.0;1279733326.66488;4.534740560925092e+22;0.4688476790423699
32;0.05468511605030506;0.009148897943377641;0.009148897943377641;2.7511191734089873e-05;4.386693980521874e-05;1.5378442050410602e+21;1.6228013059985953;0.0009910834506453889;0.0;1279719210.0401905;4.540033203629994e+22;0.4688528509165355
33;0.05623324875747722;0.009147931962059727;0.009147931962059727;2.751119173427674e-05;4.8751620893930685e-05;1.5936591756581415e+21;1.6605788084883997;0.0011014427921038734;0.0;1279704154.1312518;4.544789140109248e+22;0.46885836703977873
34;0.05778141799887327;0.00914690449011311;0.00914690449011311;2.751119173428182e-05;5.394718948312603e-05;1.649534445301347e+21;1.6975825101186843;0.0012188259984161572;0.0;1279688136.9135761;4.549036058752245e+22;0.4688642355059365
35;0.05932962610901781;0.009145814163435304;0.009145814163435304;2.7511191734129124e-05;5.946053356060711e-05;1.7054606696797705e+21;1.733869358504186;0.0013433886895263128;0.0;1279671136.6179705;4.552798564381572e+22;0.46887046431767915
36;0.06087787547562825;0.009144659634638418;0.009144659634638418;2.751119173422393e-05;6.529845569520096e-05;1.7614296965552019e+21;1.769489617392937;0.0014752845555120239;0.0;1279653131.5871716;4.556098546622005e+22;0.4688770614391508
37;0.06242616853946632;0.009143439572640378;0.009143439572640378;2.7511191734288824e-05;7.146767506475618e-05;1.8174342760563957e+21;1.8044879013737858;0.0016146654024030063;0.0;1279634100.5002575;4.558955547344897e+22;0.4688840347138586
38;0.06397450779338898;0.009142152662287002;0.009142152662287002;2.7511191734172746e-05;7.797482932777191e-05;1.873467847835841e+21;1.8389040201916353;0.0017616811944666294;0.0;1279614022.0799115;4.561387003211493e+22;0.4688913919720475
39;0.06552289578230153;0.009140797603999705;0.009140797603999705;2.7511191734196236e-05;8.482647636522475e-05;1.9295243835338473e+21;1.8727736723432629;0.0019164800935609122;0.0;1279592875.3497834;4.563408530675967e+22;0.4688991409365161
40;0.06707133510259765;0.009139373113445428;0.009139373113445428;2.7511191734348136e-05;9.2029095909918e-05;1.9855982699205957e+21;1.9061290181348927;0.002079208495946329;0.0;1279570639.4717016;4.5650341157903945e+22;0.4689072892823822
41;0.0686198284017694;0.00913787792122484;0.00913787792122484;2.751119173407229e-05;9.958909108306702e-05;2.0416842218434582e+21;1.9389991560386495;0.002250011067001801;0.0;1279547293.7794242;4.566276304871615e+22;0.4689158446248346
42;0.07016837837791401;0.009136310772578003;0.009136310772578003;2.751119173426241e-05;0.00010751278984267474;2.0977772163126028e+21;1.9714105214370485;0.0024290307739477674;0.0;1279522817.7547238;4.567146361640814e+22;0.4689248145280174
43;0.0717169877797032;0.009134670427103442;0.009134670427103442;2.7511191734223687e-05;0.00011580644636376838;2.1538724427179476e+21;2.003387222029879;0.0026164089170297995;0.0;1279497191.071056;4.567654416459122e+22;0.4689342064891485
44;0.07326565940568482;0.009132955658491515;0.009132955658491515;2.751119173426771e-05;0.000124476242346339;2.2099652647160817e+21;2.0349513216047814;0.0028122851590688053;0.0;1279470393.5421002;4.567809580933271e+22;0.4689440279574999
45;0.07481439610415996;0.009131165254269071;0.009131165254269071;2.7511191734297806e-05;0.00013352828826604363;2.266051190559235e+21;2.066123081586325;0.0030167975537180943;0.0;1279442405.1040206;4.5676200557825206e+22;0.4689542863410246
46;0.07636320077285122;0.009129298015555365;0.009129298015555365;2.751119173441934e-05;0.0001429686245679716;2.3221258499972284e+21;2.096921167477447;0.0032300825724340464;0.0;1279413205.8833003;4.5670932355576475e+22;0.46896498898161915
47;0.07791207635854631;0.009127352756828189;0.009127352756828189;2.751119173446461e-05;0.00015280322280858492;2.3781849759502183e+21;2.127362826241419;0.0034522751302759457;0.0;1279382776.063248;4.566235774579414e+22;0.46897614320418074
48;0.0794610258569181;0.009125328305699754;0.009125328305699754;2.7511191734377725e-05;0.00016303798674841108;2.434224389826998e+21;2.15746403937046;0.0036835086105931007;0.0;1279351096.0243535;4.565053682508089e+22;0.46898775626528916
49;0.08101005231215423;0.009123223502701344;0.009123223502701344;2.7511191734220878e-05;0.0001736787534002685;2.490239989461401e+21;2.1872396556656857;0.003923914888707369;0.0;1279318146.1993902;4.563552370906246e+22;0.46899983540645096
50;0.0825591588169058;0.009121037201077016;0.009121037201077016;2.751119173417909e-05;0.00018473129403179776;2.546227739384938e+21;2.2167035066351595;0.004173624354563275;0.0;1279283907.2326305;4.561736734802329e+22;0.46901238779586507
51;0.08410834851185484;0.009118768266585168;0.009118768266585168;2.7511191734331975e-05;0.00019620131512811941;2.602183662482285e+21;2.245868507478908;0.004432765934477301;0.0;1279248359.7944138;4.559611179675347e+22;0.469025420596533
52;0.08565762458569363;0.009116415577308168;0.009116415577308168;2.751119173430245e-05;0.00020809445931386955;2.6581038331236335e+21;2.2747467455141916;0.004701467111969378;0.0;1279211484.6899405;4.557179685261392e+22;0.46903894092651144
53;0.08720699027473772;0.009113978023469254;0.009113978023469254;2.7511191734343766e-05;0.00022041630623832905;2.7139843713134336e+21;2.3033495579783567;0.004979853947760573;0.0;1279173262.8137288;4.554445840962838e+22;0.46905295587574447
54;0.08875644886291463;0.00911145450725719;0.00911145450725719;2.7511191734268383e-05;0.00023317237342156374;2.7698214375272785e+21;2.331687600779064;0.0052680510988898765;0.0;1279133675.1861334;4.551412890639417e+22;0.46906747249281106
55;0.09030600368142935;0.00910884394265755;0.00910884394265755;2.751119173421954e-05;0.00024636811706697304;2.825611228363115e+21;2.3597709092880605;0.005566181837072078;0.0;1279092702.878039;4.548083754832835e+22;0.4690824978126779
56;0.09185565810878056;0.009106145255290651;0.009106145255290651;2.751119173434609e-05;0.000260008932840303;2.8813499726329377e+21;2.387608952401535;0.0058743680662979815;0.0;1279050327.040257;4.544461068286236e+22;0.4690980388460629
57;0.09340541557065292;0.00910335738225588;0.00910335738225588;2.7511191734289142e-05;0.0002741001566164901;2.937033928111066e+21;2.4152106805762448;0.0061927303397077684;0.0;1279006528.960437;4.540547215154788e+22;0.46911410255870517
58;0.094955279539491;0.009100479271982775;0.009100479271982775;2.7511191734464278e-05;0.00028864706519236415;2.992659378454309e+21;2.4425845688429737;0.006521387875693107;0.0;1278961289.9251208;4.5363443349911155e+22;0.46913069592210105
59;0.09650525353481122;0.009097509884087215;0.009097509884087215;2.7511191734121843e-05;0.0003036548769736684;3.0482226306382037e+21;2.469738655232498;0.0068604585734189155;0.0;1278914591.3469188;4.531854365067429e+22;0.46914782586700804
60;0.09805534112263611;0.009094448189234963;0.009094448189234963;2.751119173408871e-05;0.00031912875262504785;3.1037200125115194e+21;2.4966805753421335;0.007210059027508545;0.0;1278866414.6841528;4.5270790492498856e+22;0.4691654993130651
61;0.09960554591587731;0.009091293169008485;0.009091293169008485;2.751119173410182e-05;0.000335073795703511;3.159147870899095e+21;2.5234175933047736;0.007570304542355525;0.0;1278816741.4666038;4.5220199620488425e+22;0.46918372315949924
62;0.1011558715739669;0.009088043815781115;0.009088043815781115;2.7511191734291697e-05;0.00035149505325505624;3.2145025696150213e+21;2.5499566298703873;0.007941309145603138;0.0;1278765553.2274487;4.516678515244106e+22;0.469202504310249
63;0.10270632180302704;0.009084699132594834;0.009084699132594834;2.7511191734020894e-05;0.00036839751639304493;3.26978048789297e+21;2.5763042876882447;0.008323185601211548;0.0;1278712831.601161;4.5110559898298525e+22;0.4692218496382024
64;0.10425690035548721;0.009081258133045169;0.009081258133045169;2.7511191734119322e-05;0.0003857861208408254;3.3249780188955657e+21;2.6024668742253585;0.008716045421717276;0.0;1278658558.2819078;4.50515354339884e+22;0.4692417660006128
65;0.10580761103043011;0.009077719841168137;0.009077719841168137;2.751119173421211e-05;0.0004036657474641723;3.380091568484021e+21;2.6284504225665053;0.009119998880262607;0.0;1278602714.987312;4.498972219490425e+22;0.4692622602525554
66;0.10735845767328887;0.009074083291334068;0.009074083291334068;2.7511191734222803e-05;0.00042204122276917524;3.4351175539724344e+21;2.6542607103847042;0.009535155021844308;0.0;1278545283.4165673;4.492512953981952e+22;0.4692833392624639
67;0.10890944417606917;0.00907034752814372;0.00907034752814372;2.751119173416678e-05;0.0004409173193887379;3.4900524033075524e+21;2.6799032770939926;0.009961621674305131;0.0;1278486245.3939989;4.48577660748986e+22;0.469305009859605
68;0.1104605744771526;0.009066511606331233;0.009066511606331233;2.751119173419091e-05;0.0004602987565346814;3.5448925540351675e+21;2.7053834396628096;0.010399505458548114;0.0;1278425582.7315753;4.478763955413902e+22;0.4693272788847022
69;0.11201185256145502;0.009062574590668513;0.009062574590668513;2.7511191734270176e-05;0.00048019020044298233;3.599634452640975e+21;2.7307063069690423;0.01084891179859586;0.0;1278363277.2738037;4.471475705741131e+22;0.46935015317362727
70;0.11356328246040251;0.009058535555875533;0.009058535555875533;2.751119173433482e-05;0.0005005962647891745;3.6542745538044646e+21;2.755876793031265;0.011309944930975657;0.0;1278299310.8577065;4.463912500871485e+22;0.4693736395722651
71;0.1151148682520293;0.009054393586532376;0.009054393586532376;2.7511191734239665e-05;0.0005215215110953489;3.7088093199734785e+21;2.780899629052643;0.011782707913914824;0.0;1278233665.3646047;4.456074935490129e+22;0.4693977449176754
72;0.11666661406095269;0.00905014777699721;0.00905014777699721;2.7511191734329258e-05;0.0005429704491073674;3.763235220843462e+21;2.8057793745625554;0.012267302635863064;0.0;1278166322.6938422;4.447963558567329e+22;0.46942247604791365
73;0.11821852405852995;0.00904579723132575;0.00904579723132575;2.7511191734331636e-05;0.0005649475371648202;3.8175487329027165e+21;2.830520427716551;0.01276382982385093;0.0;1278097264.771514;4.439578883883534e+22;0.4694478397990017
74;0.11977060246284536;0.009041341063194732;0.009041341063194732;2.751119173422891e-05;0.0005874571825511099;3.871746339240379e+21;2.8551270346737536;0.01327238905139918;0.0;1278026473.461257;4.430921382928234e+22;0.4694738430378757
75;0.12132285353888278;0.009036778395828872;0.009036778395828872;2.7511191734303095e-05;0.0006105037418260775;3.9258245292192055e+21;2.879603298371432;0.01379307874603389;0.0;1277953930.7090716;4.4219915124989235e+22;0.46950049260937793
76;0.12287528159860278;0.009032108361929749;0.009032108361929749;2.7511191734315604e-05;0.0006340915211493678;3.9797797984597107e+21;2.903953186516985;0.014325996196592122;0.0;1277879618.3994203;4.4127897001860205e+22;0.4695277953893002
77;0.1244278910010578;0.009027330103608582;0.009027330103608582;2.7511191734273726e-05;0.0006582247765843048;4.0336086485875703e+21;2.9281805391418936;0.014871237560087425;0.0;1277803518.4394052;4.4033163616163235e+22;0.4695557582536525
78;0.12598068615251581;0.00902244277232184;0.00902244277232184;2.751119173426692e-05;0.000682907714387896;4.08730758727461e+21;2.9522890754775246;0.01542889786826188;0.0;1277725612.7114236;4.393571899532041e+22;0.46958438809624997
79;0.12753367150664296;0.009017445528808137;0.009017445528808137;2.7511191734288424e-05;0.0007081444912946341;4.140873128183342e+21;2.9762824004372126;0.01599907103399801;0.0;1277645883.1214597;4.3835567153184015e+22;0.46961369181116114
80;0.129086851564566;0.009012337543028838;0.009012337543028838;2.7511191734255515e-05;0.0007339392147819565;4.194301791155052e+21;3.0001640105218708;0.016581849857316297;0.0;1277564311.5040185;4.373271199923178e+22;0.4696436763278454
81;0.1306402308751283;0.009007117994111084;0.009007117994111084;2.7511191734412613e-05;0.0007602959433237984;4.2475901021280524e+21;3.023937299493604;0.01717732603110366;0.0;1277480879.6886334;4.362715748179864e+22;0.46967434858691653
82;0.13219381403512134;0.00900178607029121;0.00900178607029121;2.751119173414396e-05;0.0007872186866425469;4.3007345935075587e+21;3.0476055634582755;0.01778559014680592;0.0;1277395569.512094;4.351890765016107e+22;0.4697057155358479
83;0.1337476056891738;0.00899634096886426;0.00899634096886426;2.7511191734160874e-05;0.000814711405930674;4.353731804153407e+21;3.0711720058022136;0.018406731699435044;0.0;1277308362.7911289;4.340796663819625e+22;0.4697377841392202
84;0.13530161053027487;0.008990781896130307;0.008990781896130307;2.7511191734024397e-05;0.0008427780140887733;4.4065782798538003e+21;3.094639741604874;0.01904083909294718;0.0;1277219241.220027;4.3294338578222684e+22;0.46977056141658746
85;0.1368558332999128;0.008985108067347003;0.008985108067347003;2.7511191734135037e-05;0.0008714223759326534;4.4592705733343324e+21;3.118011802006052;0.019687999644921454;0.0;1277128186.5493898;4.3178027870098486e+22;0.4698040543769616
86;0.13841027878828063;0.008979318706681639;0.008979318706681639;2.7511191734275725e-05;0.000900648308403265;4.5118052447628275e+21;3.141291138059087;0.020348299591302882;0.0;1277035180.4609127;4.30590390549916e+22;0.46983827006507806
87;0.13996495183444824;0.008973413047165743;0.008973413047165743;2.7511191734167176e-05;0.0009304595807642658;4.5641788619873415e+21;3.1644806244958334;0.021021824090865875;0.0;1276940204.6143007;4.2937376900538815e+22;0.46987321554436423
88;0.1415198573265145;0.00896739033065244;0.00896739033065244;2.7511191734330356e-05;0.0009608599147860849;4.616388000993966e+21;3.1875830631494138;0.0217086572293729;0.0;1276843240.5800276;4.281304633705987e+22;0.46990889792190926
89;0.14307500020220368;0.008961249807771684;0.008961249807771684;2.7511191734127776e-05;0.0009918529849411834;4.6684292461815304e+21;3.21060118631059;0.022408882023985884;0.0;1276744269.906044;4.268605259111433e+22;0.4699453243241532
90;0.14463038544875687;0.008954990737891863;0.008954990737891863;2.751119173438831e-05;0.0010234424185675617;4.720299190917881e+21;3.2335376597033987;0.023122580426960422;0.0;1276643274.091684;4.2556401158208285e+22;0.469982501906723
91;0.1461860181035881;0.00894861238907809;0.00894861238907809;2.751119173418624e-05;0.001055631796049535;4.771994437949395e+21;3.25639508541508;0.02384983332972994;0.0;1276540234.5599935;4.2424097810997265e+22;0.4700204378648606
92;0.14774190325417047;0.008942114038056314;0.008942114038056314;2.7511191734365e-05;0.0010884246509695718;4.823511599835903e+21;3.2791760046172262;0.024590720566336252;0.0;1276435132.7054398;4.228914866859269e+22;0.4700591394161043
93;0.14929804603872776;0.00893549497017391;0.00893549497017391;2.7511191734289874e-05;0.0011218244702783284;4.874847299560421e+21;3.301882900082512;0.025345320917271073;0.0;1276327949.8185604;4.215156014097769e+22;0.47009861382828333
94;0.15092144923470385;0.008928458917137661;0.008928458917137661;2.7511191734299313e-05;0.0011573259479161011;4.928801908760497e+21;3.325127837857929;0.026147403923664603;0.0;1276213872.1495457;4.200518491994181e+22;0.4701406348055214
95;0.15254509365065633;0.008921290187457874;0.008921290187457874;2.751119173430646e-05;0.0011934942705001238;4.98193711416239e+21;3.348670940463307;0.02696455292265551;0.0;1276097492.091512;4.185595846773005e+22;0.47018351161916755
96;0.15416898422892247;0.008913988000967078;0.008913988000967078;2.751119173444351e-05;0.0012303332286179504;5.034861831021017e+21;3.3721404108830377;0.027796853554787882;0.0;1275978788.170143;4.170388930764672e+22;0.4702272526492769
97;0.1557931259617811;0.008906551605129825;0.008906551605129825;2.7511191734196202e-05;0.0012678464696295585;5.087572254822564e+21;3.395538834064497;0.028644388224672787;0.0;1275857739.199048;4.1548986960740585e+22;0.47027186618522626
98;0.15741752389081615;0.008898980257952466;0.008898980257952466;2.7511191734031546e-05;0.0013060375838719004;5.140064601654673e+21;3.418868735448725;0.02950723804860303;0.0;1275734323.8361762;4.139126133847757e+22;0.47031736058945234
99;0.15904218310767052;0.008891273227948412;0.008891273227948412;2.7511191734234058e-05;0.0013449101048049964;5.192335107879202e+21;3.442132583917425;0.03038548285785401;0.0;1275608520.6808574;4.12307229151294e+22;0.4703637442620321
100;0.16066710875426687;0.008883429794107032;0.008883429794107032;2.7511191734165794e-05;0.0013844675091406512;5.244380030172767e+21;3.4653327943841408;0.03127920120159159;0.0;1275480308.2498012;4.10673827158475e+22;0.4704110256498689
101;0.1622923060228928;0.008875449245865637;0.008875449245865637;2.751119173427466e-05;0.001424713216956175;5.296195645804842e+21;3.4884717301195054;0.0321884703494415;0.0;1275349664.9451904;4.090125227889885e+22;0.4704592132588091
102;0.16391778015690078;0.00886733088307694;0.00886733088307694;2.7511191734280835e-05;0.0014656505918319788;5.347778252912698e+21;3.511551705002598;0.033113366294598094;0.0;1275216569.0327215;4.0732343666740625e+22;0.4705083156621095
103;0.165543536450968;0.00885907401598082;0.00885907401598082;2.751119173419095e-05;0.0015072829409680396;5.399124171310414e+21;3.5345749853535313;0.03405396375645552;0.0;1275080998.749782;4.056066961377404e+22;0.4705583414608958
104;0.1671695802513955;0.008850677965176867;0.008850677965176867;2.751119173418468e-05;0.001549613515297551;5.450229742982664e+21;3.557543791846023;0.035010336183175436;0.0;1274942932.1557357;4.03862433486397e+22;0.47060929933976786
105;0.1687959169567081;0.008842142061593202;0.008842142061593202;2.7511191734257233e-05;0.0015926455096198565;5.501091332949409e+21;3.5804603011538765;0.03598255575469041;0.0;1274802347.2454345;4.020907876976184e+22;0.47066119802529943
106;0.17042255201792425;0.008833465646462351;0.008833465646462351;2.751119173437729e-05;0.0016363820626989916;5.551705329971039e+21;3.603326647565634;0.0369706933849303;0.0;1274659221.8331017;4.002919029739556e+22;0.47071404632928737
107;0.1720494909391079;0.00882464807128995;0.00882464807128995;2.7511191734341042e-05;0.0016808262573990186;5.6020681474547e+21;3.6261449244575235;0.037974818724879775;0.0;1274513533.6631312;3.984659304468003e+22;0.47076785310824876
108;0.17367673927764116;0.008815688697830783;0.008815688697830783;2.7511191734367303e-05;0.0017259811207833628;5.652176224261752e+21;3.648917185707343;0.038995000164822685;0.0;1274365260.3382874;3.96613027358081e+22;0.47082262729033164
109;0.17530430264485228;0.008806586898059441;0.008806586898059441;2.7511191734270535e-05;0.0017718496242421344;5.70202602575117e+21;3.6716454469462154;0.04003130483721862;0.0;1274214379.3246846;3.947333572504697e+22;0.47087837787389547
110;0.17693218670636357;0.008797342054144652;0.008797342054144652;2.75111917342506e-05;0.0018184346836017642;5.75161404456205e+21;3.694331686868033;0.04108379861917988;0.0;1274060867.9860013;3.928270905973494e+22;0.4709351139152894
111;0.17856039718262176;0.008787953558421805;0.008787953558421805;2.751119173422645e-05;0.0018657391592447564;5.800936801607321e+21;3.716977848376514;0.0421525461351771;0.0;1273904703.4622755;3.908944033574367e+22;0.4709928445740823
112;0.18018893984950052;0.008778420813364987;0.008778420813364987;2.7511191734166512e-05;0.001913765856232708;5.84999084704365e+21;3.739585839688642;0.04323761075981858;0.0;1273745862.8283556;3.8893547912151905e+22;0.47105157905494477
113;0.18181782053865136;0.008768743231561215;0.008768743231561215;2.7511191734261576e-05;0.0019625175244191912;5.898772761226544e+21;3.76215753538324;0.04433905462040059;0.0;1273584323.0107088;3.8695050822279424e+22;0.47111132663883687
114;0.18344704513807983;0.008758920235682425;0.008758920235682425;2.7511191734322085e-05;0.002011996858574884;5.947279155711386e+21;3.7846947773834874;0.04545693859973453;0.0;1273420060.699816;3.849396867575364e+22;0.47117209671588356
115;0.18507661959278232;0.00874895125845801;0.00874895125845801;2.7511191734265314e-05;0.0020622064985108455;5.995506674206962e+21;3.8071993759137484;0.04659132233893203;0.0;1273253052.5498896;3.829032191298882e+22;0.47123389871196897
116;0.1867065499050457;0.008738835742647673;0.008738835742647673;2.7511191734296027e-05;0.0021131490292010907;6.043451993567248e+21;3.8296731103864636;0.04774226424017424;0.0;1273083274.9491093;3.8084131536823405e+22;0.47129674217421835
117;0.18833684213532587;0.008728573141012696;0.008728573141012696;2.7511191734413517e-05;0.0021648269809141593;6.09111182483966e+21;3.852117730219843;0.04890982146968449;0.0;1272910704.1596112;3.7875419295847325e+22;0.4713606367197031
118;0.18996750240268656;0.008718162916286184;0.008718162916286184;2.7511191734313696e-05;0.0022172428293506822;6.138482914306808e+21;3.874534955623593;0.050094049960836155;0.0;1272735316.2914433;3.7664207665779016e+22;0.4714255920455704
119;0.19159853688529419;0.008707604541146505;0.008707604541146505;2.751119173415301e-05;0.002270398995765873;6.185562044344125e+21;3.896926478421976;0.05129500441692017;0.0;1272557087.2536542;3.745051979359957e+22;0.47149161794767025
120;0.19336640810404654;0.008695988697073848;0.008695988697073848;2.7511191734184557e-05;0.0023288724495993955;6.237393746313121e+21;3.920507002992377;0.05261609206638477;0.0;1272360605.1652002;3.7216056911977473e+22;0.4715644272262717
121;0.19513468734791517;0.008684197943358821;0.008684197943358821;2.7511191734189863e-05;0.0023882193789363584;6.287705737930859e+21;3.9447348683229255;0.0539569141016955;0.0;1272160731.9526088;3.697875285888413e+22;0.47163851621097785
122;0.19690338185237885;0.008672231637404713;0.008672231637404713;2.751119173418092e-05;0.0024484427046368063;6.337661531009925e+21;3.9689376235677054;0.055317536513688786;0.0;1271957436.0652382;3.6738639665019465e+22;0.4717138977984058
123;0.19867249892857428;0.008660089183213265;0.008660089183213265;2.7511191734094887e-05;0.002509545106953764;6.387257232506711e+21;3.993117290856968;0.05669801985717948;0.0;1271750686.2916377;3.649575107867285e+22;0.47179058479580654
124;0.20044204596288404;0.008647769998766836;0.008647769998766836;2.7511191734382994e-05;0.0025715291897331575;6.436489012473672e+21;4.0172758541670515;0.05809842296072084;0.0;1271540451.0677485;3.6250121735444145e+22;0.4718685901782857
125;0.20221203041815097;0.00863527351597905;0.00863527351597905;2.7511191734377542e-05;0.002634397480658037;6.485353104349661e+21;4.041415260859574;0.059518802932122326;0.0;1271326698.6221414;3.6001787350231537e+22;0.47194792703581034
126;0.20398245983406674;0.008622599180653175;0.008622599180653175;2.7511191734365694e-05;0.0026981524314554695;6.53384580542546e+21;4.065537423023845;0.060959215163123866;0.0;1271109396.9168537;3.5750784644105307e+22;0.472028608596029
127;0.20575334182838095;0.008609746452431328;0.008609746452431328;2.751119173424473e-05;0.0027627964181513105;6.581963477722186e+21;4.089644218577013;0.06241971333515199;0.0;1270888513.5651975;3.5497151264111144e+22;0.4721106482557092
128;0.2075246840978257;0.00859671480474575;0.00859671480474575;2.7511191734237402e-05;0.002828331741316066;6.629702549075864e+21;4.113737492179781;0.06390034942487438;0.0;1270664015.9442723;3.524092592030179e+22;0.47219405953990146
129;0.2092964944190479;0.008583503724768208;0.008583503724768208;2.7511191734257284e-05;0.002894760626321884;6.677059514277066e+21;4.137819056075895;0.06540117371000627;0.0;1270435871.1151335;3.4982148305468105e+22;0.47227885613253817
130;0.21106878064955764;0.0085701127133561;0.0085701127133561;2.751119173435243e-05;0.0029620852236177673;6.724030936366948e+21;4.161890690807627;0.06692223477552826;0.0;1270204045.844988;3.472085912478396e+22;0.47236505186917205
131;0.21284155072870659;0.008556541284999645;0.008556541284999645;2.7511191734421988e-05;0.0030303076090008154;6.770613447966795e+21;4.185954145854425;0.06846357951981444;0.0;1269968506.5604322;3.445710005010452e+22;0.4724526607553702
132;0.21461481267875576;0.008542788967765369;0.008542788967765369;2.7511191734371945e-05;0.0030994297839078673;6.81680375270587e+21;4.210011140182099;0.07002525316122139;0.0;1269729219.358548;3.4190913738556857e+22;0.4725416969636352
133;0.21638857460592392;0.008528855303237923;0.008528855303237923;2.7511191734349417e-05;0.003169453675717041;6.862598626497054e+21;4.23406336283014;0.07160729924490099;0.0;1269486150.0707326;3.3922343911603726e+22;0.4726321748107055
134;0.21816284470142003;0.008514739846460513;0.008514739846460513;2.75111917343569e-05;0.0032403811380577745;6.907994919099014e+21;4.258112473302431;0.07320975964980511;0.0;1269239264.1307364;3.3651435211085043e+22;0.4727241088077447
135;0.21993763124262122;0.008500442165873569;0.008500442165873569;2.751119173399864e-05;0.003312213951131494;6.952989555462328e+21;4.282160102029618;0.07483267459593038;0.0;1268988526.6280124;3.337823326171109e+22;0.47281751364162034
136;0.22171294259407515;0.008485961843250903;0.008485961843250903;2.7511191734067162e-05;0.003384953822046263;6.997579537176836e+21;4.306207850741385;0.076476082651879;0.0;1268733902.3250356;3.3102784699202626e+22;0.47291240416959124
137;0.22348878720897503;0.008471298473632859;0.008471298473632859;2.751119173421629e-05;0.003458602385168233;7.041761943833644e+21;4.330257292845003;0.07814002074279897;0.0;1268475355.6204178;3.2825137126434715e+22;0.47300879543421387
138;0.22526517362998427;0.008456451665258565;0.008456451665258565;2.751119173437116e-05;0.0035331612024790808;7.085533934573227e+21;4.354309973663752;0.07982452415845964;0.0;1268212850.5363772;3.2545339110897863e+22;0.4731067026692218
139;0.22704211049056502;0.00844142103949733;0.00844142103949733;2.751119173432555e-05;0.003608631763939383;7.128892749250492e+21;4.378367410834936;0.08152962656146164;0.0;1267946350.7134066;3.226344017194361e+22;0.4732061413027544
140;0.22881960651616867;0.008426206230775153;0.008426206230775153;2.7511191734202315e-05;0.0036850154878778694;7.17183570994621e+21;4.4024310944953085;0.08325535999603081;0.0;1267675819.4035168;3.1979490783860418e+22;0.4733071269611498
141;0.23059767052561872;0.008410806886500576;0.008410806886500576;2.7511191734271924e-05;0.003762313721385628;7.214360222365676e+21;4.426502487483043;0.08500175489692495;0.0;1267401219.4495423;3.1693542344449954e+22;0.4734096754779769
