вид;T, °C;Ni, ат. %;Cr, ат. %;Mo, ат. %;фазовый набор;фаз;в экспериментальном поле P (1100 °C);pdens;BCC_B2, мольн. %;DELTA, мольн. %;D_NIMO, мольн. %;FCC_A1, мольн. %;MU_PHASE, мольн. %;P_PHASE, мольн. %;SIGMA, мольн. %;до устойчивости D_NIMO, Дж/моль;до устойчивости MU_PHASE, Дж/моль;до устойчивости P_PHASE, Дж/моль;до устойчивости SIGMA, Дж/моль
сечение;700,0;52,5;20,0;27,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;52,41435651430262;0,0;13,620501457345425;33,96514202870494;615,5495451670431;1338,776933202942;6,77035131957382e-07;11,31724880242109
сечение;700,0;50,0;20,0;30,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;46,86345944543404;0,0;11,758234534734322;41,378306019755314;615,5495451670358;1338,776933202942;6,77035131957382e-07;11,317248802413815
сечение;700,0;47,5;20,0;32,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;41,31256237656189;0,0;9,895967612875896;48,79147000892112;615,5495451671231;1338,7769332030075;6,770787877030671e-07;11,317248802472022
сечение;700,0;45,0;20,0;35,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;35,76166530769436;0,0;8,033700694919345;56,20463399885405;615,5495451670067;1338,776933202913;6,77035131957382e-07;11,317248802399263
сечение;700,0;42,5;20,0;37,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;30,21076823882835;0,0;6,17143377686977;63,61779799034646;615,549545167094;1338,776933202993;6,770860636606812e-07;11,317248802472022
сечение;700,0;40,0;20,0;40,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;24,659871169956222;0,0;4,309166855351018;71,03096197675309;615,5495451670504;1338,7769332029493;6,77035131957382e-07;11,31724880242109
сечение;700,0;37,5;20,0;42,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;19,108974101085277;0,0;2,4468999305381325;78,44412596883274;615,5495451670868;1338,7769332029857;6,770787877030671e-07;11,31724880245747
сечение;700,0;35,0;20,0;45,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;13,558077032218737;0,0;0,5846330107576905;85,85728995404594;615,5495451670504;1338,7769332029493;6,770496838726103e-07;11,31724880242109
сечение;700,0;32,5;20,0;47,5;FCC_A1 + SIGMA;2;нет;100;0,0;0,0;0,0;7,570603525089275;0,0;0,0;92,42939647848566;569,9163297775231;1314,5885941718589;44,14346371390275;12,868189748645818
сечение;700,0;30,0;20,0;50,0;FCC_A1 + SIGMA;2;нет;100;0,0;0,0;0,0;1,4111992575565968;0,0;0,0;98,58880074314953;503,5662526975284;1278,916213997145;110,18799825641327;16,176171548111597
сечение;700,0;27,5;20,0;52,5;BCC_B2 + SIGMA;2;нет;100;4,111236014011836;0,0;0,0;0,0;0,0;0,0;95,88876398187458;1119,5020874212787;1817,3932119044912;353,5655191674814;10,135034329672635
сечение;700,0;25,0;20,0;55,0;BCC_B2 + SIGMA;2;нет;100;12,017509199199003;0,0;0,0;0,0;0,0;0,0;87,98249080557915;1618,245823353056;2125,349728108624;253,9906130501331;9,212102287514426
сечение;700,0;22,5;20,0;57,5;BCC_B2 + SIGMA;2;нет;100;20,159104496334297;0,0;0,0;0,0;0,0;0,0;79,84089550817605;2139,8217556778254;2400,0616751420093;179,95020144899172;16,600349239823117
сечение;700,0;20,0;20,0;60,0;BCC_B2 + SIGMA;2;нет;100;28,517697223100114;0,0;0,0;0,0;0,0;0,0;71,48230277156546;2676,9075218697617;2627,262580706767;130,80961563075834;21,352759262888867
сечение;700,0;17,5;20,0;62,5;BCC_B2 + SIGMA;2;нет;100;37,07450073566812;0,0;0,0;0,0;0,0;0,0;62,92549926008277;3217,610512733845;2794,8735816007393;103,86229179407383;42,702234863550984
сечение;700,0;15,0;20,0;65,0;BCC_B2 + SIGMA;2;нет;100;45,80857979211457;0,0;0,0;0,0;0,0;0,0;54,191420208728324;3743,8739882976442;2896,8993753330797;94,24379684570886;75,93979022390704
сечение;700,0;77,5;22,5;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000000000048;0,0;0,0;0,0;26512,127138900076;19691,67351946303;20007,26117172801;6493,96836277136
сечение;700,0;75,0;22,5;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;7820,411306313079;6125,464845445858;2103,4270270243214;4579,590287448351
сечение;700,0;72,5;22,5;5,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;5428,573767882655;4375,517425901824;626,3458332041046;2911,4149272768045
сечение;700,0;70,0;22,5;7,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;96,34496655569109;0,0;3,655033444638601;0,0;4079,440065115843;3435,0320426891776;2,0442093955352902e-06;1924,4525438425044
сечение;700,0;67,5;22,5;10,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;86,66607541283912;0,0;13,333924587264006;0,0;3304,622153356926;3011,264408467585;0,0018827226449502632;1663,7375086414686
сечение;700,0;65,0;22,5;12,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;77,9825251651508;0,0;22,01747483413235;0,0;2405,31226550632;2528,125482268435;5,782992229796946e-05;1247,2371196585227
сечение;700,0;62,5;22,5;15,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;70,52281205145457;0,0;29,477187947798246;0,0;1403,2282385467115;1925,1516013212895;0,00010215931251877919;634,5379918730905
сечение;700,0;60,0;22,5;17,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;64,44001487853723;0,0;33,71289470315757;1,8470904177787173;615,5495451670431;1338,776933202942;6,77035131957382e-07;11,317248802406539
сечение;700,0;57,5;22,5;20,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;58,889117809667525;0,0;31,850627782872;9,260254407086265;615,5495451670504;1338,7769332029493;6,770569598302245e-07;11,317248802435643
сечение;700,0;55,0;22,5;22,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;53,33822074080098;0,0;29,988360865516;16,673418395611836;615,5495451670504;1338,7769332029493;6,770424079149961e-07;11,317248802428367
сечение;700,0;52,5;22,5;25,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;47,78732367192856;0,0;28,126093943092613;24,08658238628015;615,5495451670577;1338,7769332029493;6,77035131957382e-07;11,31724880242109
сечение;700,0;50,0;22,5;27,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;42,23642660306066;0,0;26,2638270213175;31,49974637369133;615,5495451670649;1338,7769332029566;6,770133040845394e-07;11,317248802413815
сечение;700,0;47,5;22,5;30,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;36,6855295341903;0,0;24,40156010238506;38,91291036427923;615,5495451670431;1338,776933202942;6,770569598302245e-07;11,317248802428367
сечение;700,0;45,0;22,5;32,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;31,13463246532361;0,0;22,5392931846789;46,32607435377392;615,5495451669849;1338,7769332028984;6,770424079149961e-07;11,31724880238471
сечение;700,0;42,5;22,5;35,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;25,58373539645345;0,0;20,67702625866445;53,739238344576634;615,5495451670431;1338,776933202942;6,770278559997678e-07;11,317248802413815
сечение;700,0;40,0;22,5;37,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;20,032838327584287;0,0;18,814759339343603;61,15240233669069;615,5495451670067;1338,776933202913;6,770496838726103e-07;11,317248802406539
сечение;700,0;37,5;22,5;40,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;14,481941258714937;0,0;16,9524924214952;68,56556632228974;615,5495451670358;1338,7769332029347;6,770569598302245e-07;11,317248802428367
сечение;700,0;35,0;22,5;42,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;8,931044189847206;0,0;15,09022549722272;75,9787303103731;615,5495451670868;1338,7769332029784;6,770642357878387e-07;11,31724880245747
сечение;700,0;32,5;22,5;45,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;3,380147120978256;0,0;13,227958583576438;83,39189429902444;615,5495451670286;1338,7769332029347;6,770496838726103e-07;11,31724880242109
сечение;700,0;30,0;22,5;47,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;7,1235233209023665;92,876476677468;984,5228528056468;1614,5069574557565;9,162593050859869e-05;7,554777773708338
сечение;700,0;27,5;22,5;50,0;BCC_B2 + SIGMA;2;нет;100;2,7161761178999924;0,0;0,0;0,0;0,0;0,0;97,28382388596616;1902,1294995772987;2281,1989779539363;210,18094780320826;12,886003941523086
сечение;700,0;25,0;22,5;52,5;BCC_B2 + SIGMA;2;нет;100;10,908994220524802;0,0;0,0;0,0;0,0;0,0;89,09100578105347;2401,913472687047;2518,272493545337;152,85362931958662;16,644034124678
сечение;700,0;22,5;22,5;55,0;BCC_B2 + SIGMA;2;нет;100;19,29811172194186;0,0;0,0;0,0;0,0;0,0;80,70188828592134;2917,08983012558;2709,4703235464403;116,3662164027337;30,918962831616227
сечение;700,0;20,0;22,5;57,5;BCC_B2 + SIGMA;2;нет;100;27,869815991961843;0,0;0,0;0,0;0,0;0,0;72,13018400631356;3436,7727320986523;2844,744778449698;98,15652384854911;53,81583168432553
сечение;700,0;17,5;22,5;60,0;BCC_B2 + SIGMA;2;нет;100;36,608250457981875;0,0;0,0;0,0;0,0;0,0;63,39174953977123;3943,657574443605;2919,740346689665;93,83908297149901;74,19198050320847
сечение;700,0;15,0;22,5;62,5;BCC_B2 + SIGMA;2;нет;100;45,493406041920295;0,0;0,0;0,0;0,0;0,0;54,50659395469963;4415,109756408194;2939,5193444483666;97,79515996303962;64,71801874223456
сечение;700,0;75,0;25,0;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000006495091;0,0;0,0;0,0;26873,401474623228;19105,32503358758;19379,606958459874;5469,217586143728
сечение;700,0;72,5;25,0;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999999;0,0;0,0;0,0;8009,156604929798;5586,439883983141;1517,1714001796354;3698,0871215856823
сечение;700,0;70,0;25,0;5,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000000000003;0,0;0,0;0,0;5567,7697416184965;4053,9509322481827;78,38907898883917;2177,85696230163
сечение;700,0;67,5;25,0;7,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;89,65818124006209;0,0;10,341818760114844;0,0;4847,130253785035;3783,7055673616633;0,0012440677601261996;2058,4739841873015
сечение;700,0;65,0;25,0;10,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;79,0959243194038;0,0;20,904075681636655;0,0;4074,182233769301;3432,135677000988;5,428421718534082e-05;1923,010311249709
сечение;700,0;62,5;25,0;12,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;69,4489529836111;0,0;30,55104701661805;0,0;3120,914476654594;2911,758464111488;0,0003008585626957938;1585,465174364952
сечение;700,0;60,0;25,0;15,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;61,071109519441634;0,0;38,92889048147111;0,0;1984,8724702255422;2305,949311461358;3,78960176021792e-05;1005,4428179123279
сечение;700,0;57,5;25,0;17,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;54,28672395571563;0,0;45,71327604410717;0,0;722,8270405375515;1419,0681877217285;0,002203459807788022;98,54408964967297
сечение;700,0;55,0;25,0;20,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;48,71118789842694;0,0;44,49395334859647;6,794858751632309;615,5495451670649;1338,7769332029638;6,770496838726103e-07;11,317248802435643
сечение;700,0;52,5;25,0;22,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;43,16029082955769;0,0;42,63168642844069;14,20802274197475;615,5495451670722;1338,7769332029638;6,770569598302245e-07;11,317248802435643
сечение;700,0;50,0;25,0;25,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;37,60939376068774;0,0;40,769419507576885;21,621186730305464;615,5495451670868;1338,7769332029711;6,77035131957382e-07;11,317248802442919
сечение;700,0;47,5;25,0;27,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;32,05849669181968;0,0;38,907152588680205;29,034350719382562;615,5495451670067;1338,7769332029202;6,770569598302245e-07;11,317248802413815
сечение;700,0;45,0;25,0;30,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;26,50759962295142;0,0;37,044885667472414;36,44751470968753;615,5495451670868;1338,7769332029784;6,770787877030671e-07;11,317248802464746
сечение;700,0;42,5;25,0;32,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;20,95670255408139;0,0;35,18261874721508;43,860678700208425;615,5495451670358;1338,7769332029347;6,770278559997678e-07;11,317248802413815
сечение;700,0;40,0;25,0;35,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;15,405805485211191;0,0;33,32035182282006;51,27384268901285;615,5495451670286;1338,7769332029347;6,770424079149961e-07;11,317248802413815
сечение;700,0;37,5;25,0;37,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;9,854908416343298;0,0;31,458084906938392;58,68700667733546;615,5495451670358;1338,7769332029275;6,770060281269252e-07;11,317248802406539
сечение;700,0;35,0;25,0;40,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;4,30401134747491;0,0;29,59581798632844;66,10017066665701;615,5495451670504;1338,7769332029493;6,770569598302245e-07;11,317248802428367
сечение;700,0;32,5;25,0;42,5;P_PHASE + SIGMA;2;да;100;0,0;0,0;0,0;0,0;0,0;25,373410376261813;74,6265896232723;865,933543394458;1527,9494854429213;0,00018679885397432372;7,641075717729109
сечение;700,0;30,0;25,0;45,0;P_PHASE + SIGMA;2;да;100;0,0;0,0;0,0;0,0;0,0;11,45158207127255;88,54841793003453;1812,1758754688271;2154,482831240748;1,5673882444389164e-05;11,169243157433812
сечение;700,0;27,5;25,0;47,5;BCC_B2 + SIGMA;2;нет;100;1,646490632722281;0,0;0,0;0,0;0,0;0,0;98,35350936922869;2641,0408788052882;2613,9389444202534;133,33796176148462;20,355543251687777
сечение;700,0;25,0;25,0;50,0;BCC_B2 + SIGMA;2;нет;100;10,05981256878713;0,0;0,0;0,0;0,0;0,0;89,94018742597449;3139,5079397282316;2774,562908205233;106,56256355135702;39,706625908307615
сечение;700,0;22,5;25,0;52,5;BCC_B2 + SIGMA;2;нет;100;18,643348566157787;0,0;0,0;0,0;0,0;0,0;81,35665143302096;3643,615429113779;2882,147740453802;95,0473333235932;67,89067356487067
сечение;700,0;20,0;25,0;55,0;BCC_B2 + SIGMA;2;нет;100;27,385395936928585;0,0;0,0;0,0;0,0;0,0;72,61460406427459;4136,448603017743;2933,568102098063;94,7443246333205;70,142317312042
сечение;700,0;17,5;25,0;57,5;BCC_B2 + SIGMA;2;нет;100;36,27012618092565;0,0;0,0;0,0;0,0;0,0;63,72987381615863;4594,9436004641175;2934,742629546068;100,54624209764006;61,471431341124116
сечение;700,0;15,0;25,0;60,0;BCC_B2 + SIGMA;2;нет;100;45,27616228206605;0,0;0,0;0,0;0,0;0,0;54,72383771846636;4995,375224510819;2900,7861093163883;107,69315826192906;54,90485842079215
сечение;700,0;72,5;27,5;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999616;0,0;0,0;0,0;27256,30157509615;18559,78676201428;18841,441925689607;4513,851273973938
сечение;700,0;70,0;27,5;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999997;0,0;0,0;0,0;8205,44673503554;5117,553431275388;1017,6852865480832;2902,1699072615593
сечение;700,0;67,5;27,5;5,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;95,89257489833905;0,0;4,107425101649645;0,0;6274,382389138067;4040,667077896025;0,0011709411919582635;1981,9553134442176
сечение;700,0;65,0;27,5;7,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;84,02655147195297;0,0;15,97344852871257;0,0;5726,38029420418;4025,7804320172218;0,0013386978389462456;2066,0168258902268
сечение;700,0;62,5;27,5;10,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;72,58558323384095;0,0;27,414416766494952;0,0;5011,6374179113045;3833,2785422465968;0,000151450905832462;2063,988848551504
сечение;700,0;60,0;27,5;12,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;61,84565196669055;0,0;38,15434803286289;0,0;4066,19141888975;3427,734332139844;0,0002683594066184014;1920,8174391735083
сечение;700,0;57,5;27,5;15,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;52,2547696311771;0,0;47,74523036884703;0,0;2827,1300249156193;2753,470900964312;0,002686820014787372;1458,6582041748698
сечение;700,0;55,0;27,5;17,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;44,40419357616263;0,0;55,595806424794084;0,0;1299,9519648786154;1848,8340695341467;0,00017072995251510292;560,8930062486834
сечение;700,0;52,5;27,5;20,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;38,53325798718487;0,0;57,13727891438584;4,3294630981827975;615,5495451670504;1338,7769332029493;6,770424079149961e-07;11,31724880242109
сечение;700,0;50,0;27,5;22,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;32,982360918315926;0,0;55,27501199260346;11,74262708782388;615,5495451670431;1338,7769332029493;6,770569598302245e-07;11,31724880242109
сечение;700,0;47,5;27,5;25,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;27,431463849447464;0,0;53,41274507563926;19,15579107463276;615,5495451670868;1338,7769332029784;6,770642357878387e-07;11,317248802450194
сечение;700,0;45,0;27,5;27,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;21,880566780578782;0,0;51,550478154386816;26,568955065682275;615,5495451670067;1338,776933202913;6,770205800421536e-07;11,317248802391987
сечение;700,0;42,5;27,5;30,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;16,329669711708874;0,0;49,688211234787246;33,98211905366698;615,5495451670067;1338,776933202913;6,770278559997678e-07;11,317248802399263
сечение;700,0;40,0;27,5;32,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;10,778772642839243;0,0;47,82594431349331;41,39528304327385;615,5495451670577;1338,7769332029638;6,770715117454529e-07;11,317248802428367
сечение;700,0;37,5;27,5;35,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;5,227875573971236;0,0;45,96367739305596;48,808447034364946;615,5495451670795;1338,7769332029784;6,770715117454529e-07;11,317248802450194
сечение;700,0;35,0;27,5;37,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;43,51621694557498;56,483783054923805;695,0698266788531;1399,7589768975377;0,0006548236488015391;9,632821958119166
сечение;700,0;32,5;27,5;40,0;P_PHASE + SIGMA;2;да;100;0,0;0,0;0,0;0,0;0,0;30,122203645103653;69,87779635624032;1832,886542485081;2166,389904140997;0,00032398179610027;11,070591059949948
сечение;700,0;30,0;27,5;42,5;P_PHASE + SIGMA;2;да;100;0,0;0,0;0,0;0,0;0,0;14,674013278991128;85,32598672038634;2633,863181121793;2557,820678886994;6,383728759828955e-05;21,083172785540228
сечение;700,0;27,5;27,5;45,0;BCC_B2 + SIGMA;2;да;100;0,803444071245442;0,0;0,0;0,0;0,0;0,0;99,19655592948897;3348,889401559536;2826,010581857925;100,12649280779442;48,88408367618831
сечение;700,0;25,0;27,5;47,5;BCC_B2 + SIGMA;2;нет;100;9,395963878796977;0,0;0,0;0,0;0,0;0,0;90,60403611941963;3842,247404525566;2909,234272470174;93,85720628583658;76,42535174997465
сечение;700,0;22,5;27,5;50,0;BCC_B2 + SIGMA;2;нет;100;18,140567964342118;0,0;0,0;0,0;0,0;0,0;81,85943203457917;4325,965519891077;2939,3992630981083;96,63243422942469;66,40009332323098
сечение;700,0;20,0;27,5;52,5;BCC_B2 + SIGMA;2;нет;100;27,025334520013665;0,0;0,0;0,0;0,0;0,0;72,97466548019793;4775,917576971486;2923,3022407658136;103,68820406931627;58,39372050084785
сечение;700,0;17,5;27,5;55,0;BCC_B2 + SIGMA;2;нет;100;36,03221081287143;0,0;0,0;0,0;0,0;0,0;63,967789186083394;5166,03664637186;2867,9974878708235;110,71875129031832;52,36852825463575
сечение;700,0;15,0;27,5;57,5;BCC_B2 + SIGMA;2;нет;100;45,15211867505807;0,0;0,0;0,0;0,0;0,0;54,84788134393052;5431,4653445591175;2812,105212692528;114,76141811419075;48,718093105337175
сечение;700,0;70,0;30,0;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999805;0,0;0,0;0,0;27654,66072712063;18044,836191541362;18380,75892249742;3639,895366786739
сечение;700,0;67,5;30,0;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999999;0,0;0,0;0,0;8405,209756402786;4709,41629750876;592,9972809986284;2196,983403323182
сечение;700,0;65,0;30,0;5,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;91,9443808635752;0,0;8,055619136416643;0,0;7121,916892513524;4064,932844386036;7,218019163701683e-06;1796,2758635772916
сечение;700,0;62,5;30,0;7,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;79,56459551556063;0,0;20,435404485142957;0,0;6684,442635206848;4052,1769980756726;3,6546225601341575e-05;1893,767523193288
сечение;700,0;60,0;30,0;10,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;67,3953703872633;0,0;32,60462961236539;0,0;6094,849117232814;4035,737606292896;0,0006334700010484084;2020,12788295489
сечение;700,0;57,5;30,0;12,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;55,61208624360726;0,0;44,38791375473301;0,0;5265,723374444475;3910,3589913114774;0,0001861972123151645;2065,825634427245
сечение;700,0;55,0;30,0;15,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;44,59285758756231;0,0;55,40714241156692;0,0;4052,584806224091;3420,241175333729;0,00010757814015960321;1917,0806913274355
сечение;700,0;52,5;30,0;17,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;35,122334285989076;0,0;64,87766571106867;0,0;2281,458656727649;2462,415283510054;0,0004947084744344465;1176,4388844451823
сечение;700,0;50,0;30,0;20,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;28,35532807594552;0,0;69,78060448313799;1,8640674414401994;615,5495451670067;1338,776933202913;6,770424079149961e-07;11,317248802413815
сечение;700,0;47,5;30,0;22,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;22,80443100707718;0,0;67,91833756465861;9,277231432117032;615,5495451669631;1338,7769332028765;6,770060281269252e-07;11,317248802370159
сечение;700,0;45,0;30,0;25,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;17,25353393820664;0,0;66,05607064298299;16,690395420034065;615,549545167094;1338,776933202993;6,771078915335238e-07;11,317248802464746
сечение;700,0;42,5;30,0;27,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;11,702636869336661;0,0;64,1938037196164;24,103559410249954;615,5495451670286;1338,7769332029202;6,769914762116969e-07;11,317248802391987
сечение;700,0;40,0;30,0;30,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;6,151739800468754;0,0;62,33153679896505;31,516723399990948;615,5495451670649;1338,7769332029566;6,770496838726103e-07;11,317248802450194
сечение;700,0;37,5;30,0;32,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;0,6008427315995825;0,0;60,46926988170498;38,92988738686705;615,5495451670358;1338,776933202942;6,770496838726103e-07;11,317248802413815
сечение;700,0;35,0;30,0;35,0;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;48,82126898389932;51,17873101505469;1861,3325452224308;2182,6066227081246;0,00013764994946541265;10,987377948462381
сечение;700,0;32,5;30,0;37,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;33,95795838304912;66,04204161973502;2769,4437748960117;2609,9884250157484;0,00016774986579548568;26,776845124943065
сечение;700,0;30,0;30,0;40,0;BCC_B2 + P_PHASE;2;да;100;26,425743188412014;0,0;0,0;0,0;0,0;73,5742568133399;0,0;3262,714945323889;2740,4514536670686;2,535482053644955e-06;-15,908277951391938
сечение;700,0;27,5;30,0;42,5;BCC_B2 + SIGMA;2;да;100;0,1276308249476507;0,0;0,0;0,0;0,0;0,0;99,87236917539668;4036,3754526371267;2927,3917883834947;94,13088227353728;72,21285424353118
сечение;700,0;25,0;30,0;45,0;BCC_B2 + SIGMA;2;да;100;8,873253267637708;0,0;0,0;0,0;0,0;0,0;91,12674674656253;4516,070367218155;2937,6571007023813;99,28169968424481;62,871693546156166
сечение;700,0;22,5;30,0;47,5;BCC_B2 + SIGMA;2;нет;100;17,758009508981033;0,0;0,0;0,0;0,0;0,0;82,24199049281678;4962,231150881977;2904,7802056468936;107,08848770060285;55,41513039050915
сечение;700,0;20,0;30,0;50,0;BCC_B2 + SIGMA;2;нет;100;26,767490666669268;0,0;0,0;0,0;0,0;0,0;73,23250933127811;5344,9116709585;2830,022187494593;113,57066014166048;49,869716780820454
сечение;700,0;17,5;30,0;52,5;BCC_B2 + SIGMA;2;нет;100;35,955857282287816;0,0;0,0;0,0;0,0;0,0;64,04414274103391;5431,465344559161;2812,1052126925133;114,76141811418347;48,718093105337175
сечение;700,0;15,0;30,0;55,0;BCC_B2 + SIGMA;2;нет;100;45,183282669070245;0,0;0,0;0,0;0,0;0,0;54,81671734896608;5431,465344559168;2812,1052126924988;114,7614181142053;48,71809310531535
сечение;700,0;67,5;32,5;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000004761087;0,0;0,0;0,0;28062,366550972365;17554,08230605277;17986,951669932758;2853,0597015911844
сечение;700,0;65,0;32,5;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999997;0,0;0,0;0,0;8604,174720775423;4353,891740055478;232,57755877674936;1527,6274898240008
сечение;700,0;62,5;32,5;5,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;88,92780672324659;0,0;11,072193277123697;0,0;7972,9181290673005;4091,5996981997087;4,9556045269127935e-05;1464,0897240443228
сечение;700,0;60,0;32,5;7,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;76,23781603809171;0,0;23,762183962363395;0,0;7666,636208496064;4081,6814983810036;2,0170409698039293e-07;1608,357012819295
сечение;700,0;57,5;32,5;10,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;63,60822547183991;0,0;36,391774528327545;0,0;7249,974687930284;4068,776582494924;6,067249341867864e-05;1752,0337295281206
сечение;700,0;55,0;32,5;12,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;51,09540545525712;0,0;48,90459454572057;0,0;6648,168430423299;4051,1423437179255;7,964183168951422e-06;1901,6196162573833
