вид;T, °C;Ni, ат. %;Cr, ат. %;Mo, ат. %;фазовый набор;фаз;в экспериментальном поле P (1100 °C);pdens;BCC_B2, мольн. %;DELTA, мольн. %;D_NIMO, мольн. %;FCC_A1, мольн. %;MU_PHASE, мольн. %;P_PHASE, мольн. %;SIGMA, мольн. %;до устойчивости D_NIMO, Дж/моль;до устойчивости MU_PHASE, Дж/моль;до устойчивости P_PHASE, Дж/моль;до устойчивости SIGMA, Дж/моль
ребро Ni–Mo;1300,0;55,0;0,0;45,0;FCC_A1 + MU_PHASE;2;нет;100;0,0;0,0;0,0;2,5048146210802518;97,49518537892524;0,0;0,0;36,662709781725425;54,89106873596029;53717,139787427805;593,5387182299019
ребро Ni–Mo;1300,0;52,5;0,0;47,5;D_NIMO + MU_PHASE;2;нет;100;0,0;0,0;39,313643678911674;0,0;60,68635631926826;0,0;0,0;2,1720072254538536e-05;42,67101706120593;51309,43803671557;593,2019098582387
ребро Ni–Mo;1300,0;50,0;0,0;50,0;D_NIMO + MU_PHASE;2;нет;100;0,0;0,0;91,86559127752881;0,0;8,134408722829434;0,0;0,0;4,511332372203469e-05;42,77796035291976;41922,26986625597;593,3250139284064
ребро Ni–Mo;1300,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;0,04056400056959267;0,0;99,95943599881736;0,0;0,0;0,0;0,0;0,00016809174849186093;132,61069208101253;16654,78329033348;640,3261785416689
ребро Ni–Mo;1300,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;5,376309461977892;0,0;94,62369053755941;0,0;0,0;0,0;0,0;2,7821806725114584e-07;136,61842928094848;39470,48845374613;677,0330911387864
ребро Ni–Mo;1300,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;10,825985761122375;0,0;89,17401423899942;0,0;0,0;0,0;0,0;7,668859325349331e-09;136,63386159292713;42740,254159561286;677,0442757494748
сечение;700,0;100,0;0,0;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999314;0,0;0,0;0,0;25264,398505452977;34352,57932343877;62106,65985529599;17388,051594286342
сечение;700,0;97,5;0,0;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000000000003;0,0;0,0;0,0;7244,745243548641;11129,447048037458;43750,872247077365;6227,46147945572
сечение;700,0;95,0;0,0;5,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;5470,7010789951455;7888,491365802634;41848,42924159249;5226,513019151898
сечение;700,0;92,5;0,0;7,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;4059,23154732705;5816,322939141035;40532,49695295282;4499,846091803891
сечение;700,0;90,0;0,0;10,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999997;0,0;0,0;0,0;2827,6530766935466;4280,607660523732;39499,44413164837;3854,0869443094343
сечение;700,0;87,5;0,0;12,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;1753,516040510629;3073,8922525509406;38648,355911065984;3231,7043259396596
сечение;700,0;85,0;0,0;15,0;DELTA + FCC_A1;2;нет;100;0,0;11,247510993727342;0,0;88,7524890063752;0,0;0,0;0,0;1251,4274643025783;2543,467424520917;37941,54314321568;2911,0709318913796
сечение;700,0;82,5;0,0;17,5;DELTA + FCC_A1;2;нет;100;0,0;34,65834998490803;0,0;65,34165001509669;0,0;0,0;0,0;1251,4224830966414;2543,462152359287;37137,12744565365;2911,0686214115995
сечение;700,0;80,0;0,0;20,0;DELTA + FCC_A1;2;нет;100;0,0;58,06918616455567;0,0;41,93081383543846;0,0;0,0;0,0;1251,4127910905663;2543,4518942362993;36018,36329193968;2911,0641258780815
сечение;700,0;77,5;0,0;22,5;DELTA + FCC_A1;2;нет;100;0,0;81,48001201006817;0,0;18,5199879899309;0,0;0,0;0,0;1251,3857172841963;2543,423239028991;34168,55091431909;2911,0515679896926
сечение;700,0;75,0;0,0;25,0;DELTA + D_NIMO;2;нет;100;0,0;99,3502859159832;0,6497140865486097;0,0;0,0;0,0;0,0;6,132599082775414e-06;1334,461578646391;29786,461992386685;2080,876128715383
сечение;700,0;70,0;0,0;30,0;DELTA + D_NIMO;2;нет;100;0,0;78,36641474622459;21,63358525383014;0,0;0,0;0,0;0,0;6,209127604961395e-06;1334,4618075144754;29100,855582883843;2080,8765029696297
сечение;700,0;67,5;0,0;32,5;DELTA + D_NIMO;2;нет;100;0,0;67,8744842817887;32,125515720052285;0,0;0,0;0,0;0,0;6,26548717264086e-06;1334,4619750155907;28685,499816378404;2080,876776873927
сечение;700,0;65,0;0,0;35,0;DELTA + D_NIMO;2;нет;100;0,0;57,38255952360832;42,61744047556085;0,0;0,0;0,0;0,0;6,3428160501644015e-06;1334,462203769188;28200,258118645812;2080,877150940425
сечение;700,0;62,5;0,0;37,5;DELTA + D_NIMO;2;нет;100;0,0;46,89064460813688;53,1093553918564;0,0;0,0;0,0;0,0;6,455578841269016e-06;1334,4625348919217;27616,75882530339;2080,877692404254
сечение;700,0;60,0;0,0;40,0;DELTA + D_NIMO;2;нет;100;0,0;36,398747867086186;63,601252133615304;0,0;0,0;0,0;0,0;6,6354768932797015e-06;1334,463056907167;26884,839556802763;2080,8785460210347
сечение;700,0;57,5;0,0;42,5;DELTA + D_NIMO;2;нет;100;0,0;25,906891288508028;74,09310871144629;0,0;0,0;0,0;0,0;6,967296940274537e-06;1334,4640017391139;25902,26328926104;2080,8800910378995
сечение;700,0;55,0;0,0;45,0;DELTA + D_NIMO;2;нет;100;0,0;15,415157136887418;84,58484286311402;0,0;0,0;0,0;0,0;7,78279354562983e-06;1334,4662327044207;24402,050961565066;2080,883739157296
сечение;700,0;52,5;0,0;47,5;DELTA + D_NIMO;2;нет;100;0,0;4,924327175454845;95,07567282385311;0,0;0,0;0,0;0,0;1,2816126400139183e-05;1334,4779693751188;21104,47379660266;2080,9029307253295
сечение;700,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,99901607153;0,0009839286028764697;0,0;0,0;0,0;7,32602784410119e-05;1099,103548458108;1714,041832914656;702,0936820905335
сечение;700,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;3,4374815384582877;0,0;96,56251846139831;0,0;0,0;0,0;0,0;0,0002623781401780434;1482,7206760990375;19751,15809390576;2139,381557802175
сечение;700,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;8,529000199998977;0,0;91,47099980051357;0,0;0,0;0,0;0,0;0,0002766585166682489;1482,7337002977438;22377,11753584574;2139,3779765364307
сечение;700,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;13,620720140638474;0,0;86,37927986127892;0,0;0,0;0,0;0,0;0,00028032245609210804;1482,7369873990683;23729,8506015522;2139,3770709502423
сечение;700,0;40,0;0,0;60,0;BCC_B2 + D_NIMO;2;нет;100;18,712477076908378;0,0;81,28752292796698;0,0;0,0;0,0;0,0;0,00028200040833326057;1482,73848564917;24647,620927002587;2139,376658197143
сечение;700,0;37,5;0,0;62,5;BCC_B2 + D_NIMO;2;нет;100;23,804247295333543;0,0;76,19575271550299;0,0;0,0;0,0;0,0;0,00028296276286710054;1482,7393429465446;25343,10031634492;2139,376422023044
сечение;700,0;35,0;0,0;65,0;BCC_B2 + D_NIMO;2;нет;100;28,89602379216438;0,0;71,1039762290282;0,0;0,0;0,0;0,0;0,0002835869090631604;1482,7398981162041;25903,24421927455;2139,3762690823423
сечение;700,0;32,5;0,0;67,5;BCC_B2 + D_NIMO;2;нет;100;33,98780375584699;0,0;66,01219628021737;0,0;0,0;0,0;0,0;0,0002840244269464165;1482,7402869462676;26372,242558279395;2139,376161966131
сечение;700,0;30,0;0,0;70,0;BCC_B2 + D_NIMO;2;нет;100;39,07958583200761;0,0;60,92041422387721;0,0;0,0;0,0;0,0;0,0002843481124727987;1482,7405744530479;26775,64614588357;2139,376082763025
сечение;700,0;27,5;0,0;72,5;BCC_B2 + D_NIMO;2;нет;100;44,17136931830051;0,0;55,82863076507063;0,0;0,0;0,0;0,0;0,00028459730674512684;1482,7407956769384;27129,573466391856;2139,376021819873
сечение;700,0;25,0;0,0;75,0;BCC_B2 + D_NIMO;2;нет;100;49,263153758263215;0,0;50,73684635685359;0,0;0,0;0,0;0,0;0,00028479512548074126;1482,7409711645669;27444,8344506618;2139,37597347641
сечение;700,0;22,5;0,0;77,5;BCC_B2 + D_NIMO;2;нет;100;54,354938929570764;0,0;45,64506122721368;0,0;0,0;0,0;0,0;0,0002849558732123114;1482,7411137730014;27729,05617073251;2139,3759341905243
сечение;700,0;20,0;0,0;80,0;BCC_B2 + D_NIMO;2;нет;100;59,44672465040003;0,0;40,553275560578925;0,0;0,0;0,0;0,0;0,0002850891833077185;1482,7412319622017;27987,831438772046;2139,375901631771
сечение;700,0;17,5;0,0;82,5;BCC_B2 + D_NIMO;2;нет;100;64,53851078772497;0,0;35,46148948568027;0,0;0,0;0,0;0,0;0,0002852014222298749;1482,741331496698;28225,31456219699;2139,37587421199
сечение;700,0;97,5;2,5;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999865037;0,0;0,0;0,0;25157,13569420838;29162,04086923821;31877,329298804696;14516,31066219999
сечение;700,0;95,0;2,5;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999999;0,0;0,0;0,0;7136,224848358273;10477,456368678562;13558,514451531199;6258,861595185153
сечение;700,0;92,5;2,5;5,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;5313,317672475794;7399,104213279192;11692,331708080383;5252,7079483653
сечение;700,0;90,0;2,5;7,5;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999999;0,0;0,0;0,0;3858,4025210574982;5416,50391605623;10411,917720205507;4507,821689599121
сечение;700,0;87,5;2,5;10,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;2614,5149146752883;3948,952425074778;9413,634440365444;3835,066795093604
сечение;700,0;85,0;2,5;12,5;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999997;0,0;0,0;0,0;1545,7351265639882;2801,7009447979217;8596,579967645543;3182,1333522181303
сечение;700,0;82,5;2,5;15,0;DELTA + FCC_A1;2;нет;100;0,0;5,089524437048114;0,0;94,91047556291055;0,0;0,0;0,0;794,2431910430823;2044,3712965335362;7868,743914813393;2665,2716500646566
сечение;700,0;80,0;2,5;17,5;DELTA + FCC_A1;2;нет;100;0,0;27,437569645630784;0,0;72,56243035408197;0,0;0,0;0,0;628,8767183567907;1870,8693408262698;6884,53431904225;2560,28369252196
сечение;700,0;77,5;2,5;20,0;DELTA + FCC_A1;2;нет;100;0,0;48,890483291498995;0,0;51,1095167084701;0,0;0,0;0,0;308,3566618154291;1543,5099417362871;5546,642987352876;2298,035693097503
сечение;700,0;75,0;2,5;22,5;DELTA + D_NIMO + FCC_A1;3;нет;100;0,0;53,6409245810997;5,1033279163699135;41,25574750226367;0,0;0,0;0,0;0,00025124490639427677;1240,8243867271594;4644,0038072270545;2017,7052321750234
сечение;700,0;72,5;2,5;25,0;DELTA + D_NIMO + FCC_A1;3;нет;100;0,0;41,40937594370912;15,91951413016368;42,67110993031197;0,0;0,0;0,0;0,0002512449354981072;1240,8243867272176;4644,00380722808;2017,7052321750816
сечение;700,0;70,0;2,5;27,5;DELTA + D_NIMO + FCC_A1;3;нет;100;0,0;29,17782730485329;26,735700337720804;44,086472357343716;0,0;0,0;0,0;0,0002512449354981072;1240,8243867271885;4644,0038072272655;2017,7052321750525
сечение;700,0;67,5;2,5;30,0;DELTA + D_NIMO + FCC_A1;3;нет;100;0,0;16,946278666553734;37,5518865468931;45,50183478409547;0,0;0,0;0,0;0,0002512448845664039;1240,8243867271522;4644,003807227578;2017,7052321750161
сечение;700,0;65,0;2,5;32,5;DELTA + D_NIMO + FCC_A1;3;нет;100;0,0;4,714730028346549;48,3680727606494;46,917197211738824;0,0;0,0;0,0;0,0002512448700144887;1240,8243867271376;4644,0038072276075;2017,7052321750016
сечение;700,0;62,5;2,5;35,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;57,14861095925643;42,85138904100421;0,0;0,0;0,0;0,00029287445795489475;1229,2679476364501;4219,573813599884;1988,689924030812
сечение;700,0;60,0;2,5;37,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;64,39777180780153;35,60222819231634;0,0;0,0;0,0;0,00011526523303473368;1201,3775032159028;3421,0231899242135;1651,3257115524902
сечение;700,0;57,5;2,5;40,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;71,18196275951301;28,81803724075271;0,0;0,0;0,0;1,4455901691690087e-05;1153,228861380907;2463,205467572625;1157,849437980578
сечение;700,0;55,0;2,5;42,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;77,26732092191145;22,73267907797312;0,0;0,0;0,0;0,00011120301496703178;1063,7236974774642;1331,5480497632743;461,02455277674744
сечение;700,0;52,5;2,5;45,0;BCC_B2 + D_NIMO + FCC_A1;3;нет;100;2,2061238548355404;0,0;78,31223432130724;19,481641823773554;0,0;0,0;0,0;0,00019912109564756975;985,4582058736196;667,2411809881232;-1,9485205088785733
сечение;700,0;50,0;2,5;47,5;BCC_B2 + D_NIMO + FCC_A1;3;нет;100;6,91539169347328;0,0;74,43623628457817;18,648372022292982;0,0;0,0;0,0;0,0001991210738196969;985,458205873605;667,2411809885161;-1,9485205081145978
сечение;700,0;47,5;2,5;50,0;D_NIMO + FCC_A1 + SIGMA;3;нет;100;0,0;0,0;85,15631356468639;2,5897441480225223;0,0;0,0;12,253942302382677;9,104333003051579e-07;988,6534506560638;690,6890472035666;15,482311465762905
сечение;700,0;45,0;2,5;52,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;3,318153549929665;0,0;82,99175123883593;0,0;0,0;0,0;13,690095204977002;0,00031374683749163523;991,4624529626817;703,5716702404097;15,125130731677928
сечение;700,0;42,5;2,5;55,0;BCC_B2 + D_NIMO + SIGMA;3;нет;100;8,66225956092694;0,0;78,30993859386668;0,0;0,0;0,0;13,02780184495693;0,0003137467647320591;991,4624529625289;703,5716702399877;15,125130731663376
сечение;700,0;40,0;2,5;57,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;14,006365571896213;0,0;73,62812594141519;0,0;0,0;0,0;12,365508481041141;0,00031374679383588955;991,4624529626235;703,5716702403224;15,125130731670652
сечение;700,0;37,5;2,5;60,0;BCC_B2 + D_NIMO + SIGMA;3;нет;200;19,350471582879504;0,0;68,94631329386227;0,0;0,0;0,0;11,703215120132219;0,0003137468083878048;991,4624529626308;703,5716702402642;15,125130731663376
сечение;700,0;35,0;2,5;62,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;24,69457759385821;0,0;64,26450064070886;0,0;0,0;0,0;11,040921756856587;0,00031374679383588955;991,4624529626308;703,5716702402788;15,125130731612444
сечение;700,0;32,5;2,5;65,0;BCC_B2 + D_NIMO + SIGMA;3;нет;100;30,038683604840084;0,0;59,58268799861125;0,0;0,0;0,0;10,37862839713358;0,0003137467720080167;991,4624529625798;703,5716702401696;15,125130731663376
сечение;700,0;30,0;2,5;67,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;35,38278961580909;0,0;54,90087532187006;0,0;0,0;0,0;9,716335026816203;0,00031374675018014386;991,4624529626308;703,5716702404825;15,125130731626996
сечение;700,0;27,5;2,5;70,0;BCC_B2 + D_NIMO + SIGMA;3;нет;100;40,72689562679836;0,0;50,21906270488423;0,0;0,0;0,0;9,054041673601224;0,00031374678655993193;991,462452962638;703,5716702403806;15,12513073161972
сечение;700,0;25,0;2,5;72,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;46,07100163777308;0,0;45,53725004079545;0,0;0,0;0,0;8,39174830823029;0,00031374683749163523;991,4624529625944;703,5716702400096;15,125130731721583
сечение;700,0;22,5;2,5;75,0;BCC_B2 + D_NIMO + SIGMA;3;нет;100;51,41510764876014;0,0;40,85543741792178;0,0;0,0;0,0;7,729454953513764;0,0003137467720080167;991,4624529625653;703,571670240126;15,125130731677928
сечение;700,0;20,0;2,5;77,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;56,759213659746585;0,0;36,173624731811785;0,0;0,0;0,0;7,0671615823986125;0,0003137467792839743;991,4624529625871;703,5716702402133;15,125130731699755
сечение;700,0;17,5;2,5;80,0;BCC_B2 + D_NIMO + SIGMA;3;нет;100;62,103319670711684;0,0;31,491812083407705;0,0;0,0;0,0;6,404868220996737;0,0003137467792839743;991,4624529626308;703,5716702404097;15,1251307316561
сечение;700,0;15,0;2,5;82,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;67,44742568168061;0,0;26,809999432117127;0,0;0,0;0,0;5,7425748591202765;0,00031374675018014386;991,4624529626017;703,5716702403515;15,125130731648824
сечение;700,0;95,0;5,0;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999975331;0,0;0,0;0,0;25116,89450788495;26881,706142638126;28883,47433372349;13474,471994091335
сечение;700,0;92,5;5,0;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;7081,995864101322;9815,011774164472;10617,659482701856;6350,703074804049
сечение;700,0;90,0;5,0;5,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;5195,280516962543;6934,023622676192;8801,82736174362;5330,997784936459
сечение;700,0;87,5;5,0;7,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;3701,3248473301064;5055,73546083492;7569,342267416323;4559,920638024378
сечение;700,0;85,0;5,0;10,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;2450,2915850648715;3663,9483700466008;6616,710599042017;3853,897667423269
сечение;700,0;82,5;5,0;12,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;1390,2780755110653;2578,812274462427;5843,065985097062;3166,6035745363115
сечение;700,0;80,0;5,0;15,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;486,9571209501155;1701,3572329365415;5199,465644671123;2457,5411104078303
сечение;700,0;77,5;5,0;17,5;DELTA + D_NIMO + FCC_A1;3;нет;100;0,0;3,120304058164536;2,315243316182556;94,5644526215158;0,0;0,0;0,0;0,0002512449646019377;1240,8243867270794;4644,003807222958;2017,7052321749434
сечение;700,0;75,0;5,0;20,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;10,92507414281675;89,07492585706156;0,0;0,0;0,0;2,6068955776281655e-06;1233,8935493643366;4381,141369360543;2011,1316948133244
сечение;700,0;72,5;5,0;22,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;18,705393932057113;81,29460606749966;0,0;0,0;0,0;2,478402166161686e-06;1222,3400823730553;3995,9034177359717;1902,1950933719927
сечение;700,0;70,0;5,0;25,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;26,378076088707815;73,62192391179721;0,0;0,0;0,0;0,00020463153487071395;1207,2009305617903;3567,6951118534635;1722,5477429168313
сечение;700,0;67,5;5,0;27,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;33,90955943378672;66,09044056610769;0,0;0,0;0,0;0,00032124178687809035;1186,8255785843648;3089,0580436464516;1484,2562967470512
сечение;700,0;65,0;5,0;30,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;41,25407194378101;58,74592805669585;0,0;0,0;0,0;0,00021504573669517413;1158,5366983620697;2551,6602528946823;1207,3022733951075
сечение;700,0;62,5;5,0;32,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;48,34984660752179;51,6501533924242;0,0;0,0;0,0;7,467788236681372e-06;1117,8790609305725;1947,098960150266;846,0935934229055
сечение;700,0;60,0;5,0;35,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;55,11590733623514;44,88409266346942;0,0;0,0;0,0;1,3768018106929958e-05;1057,2941068094296;1268,6085058531826;420,76524283253093
сечение;700,0;57,5;5,0;37,5;D_NIMO + FCC_A1 + SIGMA;3;нет;100;0,0;0,0;60,53242720101787;38,357979321778565;0,0;0,0;1,109593476553666;9,104041964747012e-07;988,6534506560565;690,6890472036612;15,482311465748353
сечение;700,0;55,0;5,0;40,0;BCC_B2 + D_NIMO + FCC_A1;3;нет;100;5,62727333284845;0,0;55,62443264400132;38,7482940252193;0,0;0,0;0,0;0,00019912105926778167;985,4582058736123;667,2411809881669;-1,9485205090604722
сечение;700,0;52,5;5,0;42,5;D_NIMO + FCC_A1 + SIGMA;3;нет;100;0,0;0,0;64,6518193005216;24,38329409065643;0,0;0,0;10,964886570718932;9,104041964747012e-07;988,653450656042;690,6890472036102;15,482311465784733
сечение;700,0;50,0;5,0;45,0;BCC_B2 + D_NIMO + FCC_A1;3;нет;300;15,045808847418005;0,0;47,872437070877375;37,08175407982823;0,0;0,0;0,0;0,00019912108109565452;985,4582058736196;667,2411809880577;-1,9485205091768876
сечение;700,0;47,5;5,0;47,5;D_NIMO + FCC_A1 + SIGMA;3;нет;100;0,0;0,0;68,771211476288;10,40860885976344;0,0;0,0;20,820179656969202;9,104478522203863e-07;988,6534506560638;690,6890472035157;15,482311465762905
сечение;700,0;45,0;5,0;50,0;D_NIMO + FCC_A1 + SIGMA;3;нет;100;0,0;0,0;70,8309075581745;3,421266244272752;0,0;0,0;25,747826203752417;9,104114724323153e-07;988,653450656042;690,6890472035448;15,482311465748353
сечение;700,0;42,5;5,0;52,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;2,675611937010846;0,0;69,45334998482102;0,0;0,0;0,0;27,871038114559326;0,0003137467065243982;991,4624529626162;703,5716702405916;15,125130731605168
сечение;700,0;40,0;5,0;55,0;BCC_B2 + D_NIMO + SIGMA;3;нет;100;8,019717948000876;0,0;64,771537310187;0,0;0,0;0,0;27,20874474565423;0,00031374678655993193;991,462452962609;703,571670240286;15,125130731670652
сечение;700,0;37,5;5,0;57,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;13,363823958979262;0,0;60,08972466580463;0,0;0,0;0,0;26,546451385146657;0,00031374680111184716;991,4624529626817;703,5716702405261;15,125130731634272
сечение;700,0;35,0;5,0;60,0;BCC_B2 + D_NIMO + SIGMA;3;нет;100;18,707929969961455;0,0;55,40791201146921;0,0;0,0;0,0;25,884158021467645;0,00031374675018014386;991,4624529625871;703,571670240286;15,125130731634272
сечение;700,0;32,5;5,0;62,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;24,052035980924448;0,0;50,7260993533089;0,0;0,0;0,0;25,221864657597237;0,0003137468083878048;991,4624529626017;703,5716702401551;15,125130731677928
сечение;700,0;30,0;5,0;65,0;BCC_B2 + D_NIMO + SIGMA;3;нет;100;29,396141991912444;0,0;46,044286697729085;0,0;0,0;0,0;24,5595712921298;0,00031374675018014386;991,4624529626308;703,5716702404825;15,125130731605168
сечение;700,0;27,5;5,0;67,5;BCC_B2 + D_NIMO + SIGMA;3;нет;100;34,74024800289832;0,0;41,36247403509811;0,0;0,0;0,0;23,89727792870194;0,00031374678655993193;991,4624529626235;703,5716702403151;15,1251307316561
сечение;700,0;25,0;5,0;70,0;BCC_B2 + D_NIMO + FCC_A1;3;нет;100;62,138487445900516;0,0;9,112456490108269;28,74905606729532;0,0;0,0;0,0;0,00019912108837161213;985,4582058736778;667,2411809885016;-1,9485205087330542
сечение;700,0;22,5;5,0;72,5;BCC_B2 + DELTA + SIGMA;3;нет;100;56,622278061082;21,581703746401022;0,0;0,0;0,0;0,0;21,796018200794006;-524,6420451719387;553,7073463034685;942,5662901948963;12,42024514277
сечение;700,0;20,0;5,0;75,0;BCC_B2 + D_NIMO + SIGMA;3;нет;200;50,77256603581111;0,0;27,317036106318525;0,0;0,0;0,0;21,910397848663273;0,0003137467647320591;991,4624529625362;703,5716702400387;15,125130731685204
сечение;700,0;17,5;5,0;77,5;BCC_B2 + SIGMA;2;нет;200;51,71579653189902;0,0;0,0;0,0;0,0;0,0;48,284203469385005;-2074,6206693269705;-852,9124260004828;2218,916132378581;-76,64072237374785
сечение;700,0;15,0;5,0;80,0;BCC_B2 + SIGMA;2;нет;100;57,07030030012362;0,0;0,0;0,0;0,0;0,0;42,92969970114391;-2018,3464387138592;-800,6987834362517;2128,016291653512;-23,621668432293518
сечение;700,0;92,5;7,5;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999999;0,0;0,0;0,0;25149,155975563117;25216,21549418562;26784,3580471112;12593,006923980058
