источник;T, °C;узел Ni, ат. %;узел Cr, ат. %;узел Mo, ат. %;мольная доля P, %;x(Ni) в P;x(Cr) в P;x(Mo) в P;прочие элементы в P, мольн. доля;Mo − 12/56, ат. %;Ni/Cr;y(Ni) подрешётки 1;y(Cr) подрешётки 2;y(Mo) подрешётки 3
13-А, сечение;700,0;67,5;25,0;7,5;10,341818760114844;0,4192086362415899;0,3665056494726958;0,21428571428571425;0,0;-2,7755575615628914e-15;1,1437985658467194;0,9781534845637098;1,0;0,9999999999999999
13-А, сечение;700,0;65,0;25,0;10,0;20,904075681636655;0,4205790219245888;0,3651352637896969;0,21428571428571425;0,0;-2,7755575615628914e-15;1,1518444358385096;0,9813510511573739;1,0;0,9999999999999999
13-А, сечение;700,0;62,5;25,0;12,5;30,55104701661805;0,42187705331602116;0,36383723239826454;0,21428571428571427;0,0;0,0;1,1595213896477337;0,984379791070716;1,0;1,0
13-А, сечение;700,0;60,0;25,0;15,0;38,92889048147111;0,42299096097375855;0,36272332474052715;0,21428571428571427;0,0;0,0;1,1661531865267931;0,9869789089387699;1,0;1,0
13-А, сечение;700,0;57,5;25,0;17,5;45,71327604410717;0,42380499242646086;0,36190929328782473;0,21428571428571427;0,0;0,0;1,171025448328045;0,9888783156617421;1,0;1,0
13-А, сечение;700,0;55,0;25,0;20,0;44,49395334859647;0,42385645432481867;0,361857831389467;0,21428571428571427;0,0;0,0;1,171334202433283;0,988998393424577;1,0;1,0
13-А, сечение;700,0;52,5;25,0;22,5;42,63168642844069;0,42385645432481867;0,361857831389467;0,21428571428571427;0,0;0,0;1,171334202433283;0,988998393424577;1,0;1,0
13-А, сечение;700,0;50,0;25,0;25,0;40,769419507576885;0,42385645432481867;0,361857831389467;0,21428571428571427;0,0;0,0;1,171334202433283;0,988998393424577;1,0;1,0
13-А, сечение;700,0;47,5;25,0;27,5;38,907152588680205;0,42385645432481867;0,361857831389467;0,21428571428571427;0,0;0,0;1,171334202433283;0,988998393424577;1,0;1,0
13-А, сечение;700,0;45,0;25,0;30,0;37,044885667472414;0,4238564543248186;0,361857831389467;0,21428571428571427;0,0;0,0;1,1713342024332827;0,9889983934245768;1,0;1,0
13-А, сечение;700,0;42,5;25,0;32,5;35,18261874721508;0,4238564543248187;0,3618578313894671;0,21428571428571427;0,0;0,0;1,1713342024332827;0,988998393424577;1,0;0,9999999999999999
13-А, сечение;700,0;40,0;25,0;35,0;33,32035182282006;0,42385645432481867;0,361857831389467;0,21428571428571427;0,0;0,0;1,171334202433283;0,988998393424577;1,0;1,0
13-А, сечение;700,0;37,5;25,0;37,5;31,458084906938392;0,4238564543248187;0,3618578313894669;0,21428571428571425;0,0;-2,7755575615628914e-15;1,1713342024332833;0,9889983934245771;1,0;0,9999999999999999
13-А, сечение;700,0;35,0;25,0;40,0;29,59581798632844;0,42385645432481867;0,361857831389467;0,21428571428571427;0,0;0,0;1,171334202433283;0,988998393424577;1,0;1,0
13-А, сечение;700,0;32,5;25,0;42,5;25,373410376261813;0,4230977170978639;0,3626165686164218;0,21428571428571427;0,0;0,0;1,1667909128151823;0,9872280065616825;1,0;1,0
13-А, сечение;700,0;30,0;25,0;45,0;11,45158207127255;0,419133733968062;0,3665805517462237;0,21428571428571427;0,0;0,0;1,143360530097679;0,9779787125921447;1,0;1,0
13-А, сечение;700,0;67,5;27,5;5,0;4,107425101649645;0,4156427832906584;0,3700715024236272;0,21428571428571427;0,0;0,0;1,1231418268323319;0,9698331610115364;1,0;1,0
13-А, сечение;700,0;65,0;27,5;7,5;15,97344852871257;0,4171996219560718;0,36851466375821385;0,21428571428571427;0,0;0,0;1,132111318722993;0,9734657845641675;1,0;1,0
