набор фаз;T, °C;фаза;фазовый набор равновесия;в равновесии;в наборе фаз расчёта;до устойчивости, уточнённое, Дж/моль;до устойчивости, по выборке 13-А, Дж/моль;то же в RT;стартов в пределах 1 Дж/моль от лучшего;стартов;Ni в точке минимума, ат. % (Ni+Cr+Mo=100);Cr в точке минимума, ат. % (Ni+Cr+Mo=100);Mo в точке минимума, ат. % (Ni+Cr+Mo=100);прочие элементы в точке минимума, ат. %;x(AL) в точке минимума;x(C) в точке минимума;x(CR) в точке минимума;x(FE) в точке минимума;x(MN) в точке минимума;x(MO) в точке минимума;x(NB) в точке минимума;x(NI) в точке минимума;x(S) в точке минимума;x(SI) в точке минимума;x(TI) в точке минимума
без P;595,0;MU_PHASE;FCC_A1 + GAMMA_PRIME + M23C6_WY + MNS_Q + NI2CR + SIGMA;нет;да;1855,6242444653496;2045,7060613330395;0,2570757334057788;29;32;43,391098865152436;14,754063358608652;41,85483777623892;8,021760644619642;3,061485621023225e-06;0,0;0,13570527710625538;0,08017079727209286;4,237293638055544e-05;0,3849734287163519;1,3747381079140767e-06;0,3991036877311964;0,0;1,3994052050341032e-11;0,0
без P;595,0;NI2CR;FCC_A1 + GAMMA_PRIME + M23C6_WY + MNS_Q + NI2CR + SIGMA;да;да;4,850638409455617e-11;172,50534475535096;6,720010424073374e-15;31;32;63,32197470066856;26,811209071343605;9,866816227987835;8,009917724288311e-09;0,0;0,0;0,26811209069196046;8,009917724288311e-11;0,0;0,09866816227197511;0,0;0,6332197469559652;0,0;0,0;0,0
без P;595,0;P_PHASE;FCC_A1 + GAMMA_PRIME + M23C6_WY + MNS_Q + NI2CR + SIGMA;нет;нет;-1503,716578080718;-1503,7165732623107;-0,20832290982267718;32;32;41,22757093347557;37,343857637953;21,428571428571427;0,0;0,0;0,0;0,37343857637953;0,0;0,0;0,21428571428571427;0,0;0,4122757093347557;0,0;0,0;0,0
без P;595,0;SIGMA;FCC_A1 + GAMMA_PRIME + M23C6_WY + MNS_Q + NI2CR + SIGMA;да;да;5,665545662244162e-10;308,56892822877853;7,848972175317702e-14;32;33;28,83019775590837;37,68474150395396;33,48506074013766;2,418124018876689;0,0;0,0;0,36773477718195263;0,024020098130176047;0,00016114205455337088;0,3267535044364495;0,0;0,2813304781928311;0,0;4,037354136556214e-12;1,1554802790634872e-16
без P;664,0;D_NIMO;FCC_A1 + GAMMA_PRIME + M6C + MNS_Q + SIGMA;нет;да;3983,433125527376;3983,4331995859975;0,5112275336524403;32;32;51,03288259206978;0,0;48,96711740793021;0,0;0,0;0,0;0,0;0,0;0,0;0,4896711740793021;0,0;0,5103288259206978;0,0;0,0;0,0
без P;664,0;FCC_A1;FCC_A1 + GAMMA_PRIME + M6C + MNS_Q + SIGMA;да;да;-3,201408862357666e-10;809,2304333049469;-4,108637713604128e-14;27;33;66,48544735070394;26,992800281064447;6,5217523682316045;1,796694107129251;0,004990738126245624;3,900730855260283e-06;0,265078222290654;0,00414866516207643;0,005433789951521739;0,06404576427750026;0,0004071225534153142;0,6529090723605533;4,387730242776697e-34;0,002285937645707782;0,0006967869014703618
без P;664,0;GAMMA_PRIME;FCC_A1 + GAMMA_PRIME + M6C + MNS_Q + SIGMA;да;да;3,4662079997360706e-06;286,5496951066598;4,448476756081673e-10;21;32;95,60799405559825;3,2924559351827636;1,0995500092189852;22,131196890232708;0,12938335175407;0,0;0,025637960296433136;0,003920494334040091;0,0;0,008562064317721597;0,0010507089512306032;0,7444880064835182;0,0;0,00023505267874120175;0,08672236118424514
без P;664,0;M6C;FCC_A1 + GAMMA_PRIME + M6C + MNS_Q + SIGMA;да;да;-8,315380130495343e-12;188,9765011639247;-1,067182789702999e-15;30;32;35,95443726919737;27,433993292917375;36,61156943788525;14,340581810972305;0,0;0,14285714285714285;0,234997990407299;0,0005486752524933265;0,0;0,3136125737036438;0,0;0,30798361777933403;0,0;8,688037049058148e-14;0,0
без P;664,0;MNS_Q;FCC_A1 + GAMMA_PRIME + M6C + MNS_Q + SIGMA;да;да;-5,820766091346741e-11;0,002746206271694973;-7,470279527920994e-15;32;32;;;;100,0;0,0;0,0;0,0;3,524626556411415e-07;0,4999996475373444;0,0;0,0;0,0;0,5;0,0;0,0
без P;664,0;MU_PHASE;FCC_A1 + GAMMA_PRIME + M6C + MNS_Q + SIGMA;нет;да;2019,1622654316377;2426,7701229478844;0,2591361050812239;28;32;42,37706765761206;15,548843755043444;42,0740885873445;7,45336859664404;8,917271767080058e-06;0,0;0,14389931117463792;0,07447091291720227;5,266600567150053e-05;0,38938151681251176;1,189716722503147e-06;0,3921854860464101;0,0;5,507705046284341e-11;0,0
