T, °C;доля твёрдого;точка посчитана;x(LIQUID,AL);x(LIQUID,C);x(LIQUID,CR);x(LIQUID,FE);x(LIQUID,MN);x(LIQUID,MO);x(LIQUID,NB);x(LIQUID,NI);x(LIQUID,S);x(LIQUID,SI);x(LIQUID,TI);накоплено FCC_A1;накоплено MNS_Q;накоплено SIGMA;накоплено TI4C2S2;накоплено TIS
1354,01220703125;0,7004004455932168;True;0,005610238778621397;0,0007681088730087971;0,2878700856086278;0,00445862559469694;0,008421448351073965;0,09812753496060876;0,0008714165984527178;0,5874027209020882;0,0012407183471085952;0,0030403620323281016;0,002188739953384715;0,7004004455932168;0,0;0,0;0,0;0,0
1353,51220703125;0,707254954989307;True;0,0056095210010998755;0,0007849685881403534;0,28821588323977526;0,004440469044614635;0,008490515567014722;0,09849431974744978;0,0008854259868294477;0,5865317894658452;0,0012697692332300755;0,0030648559913753187;0,0022124821346253373;0,707254954989307;0,0;0,0;0,0;0,0
1353,01220703125;0,7138938460061315;True;0,005608699184151321;0,0008020435925862825;0,2885580188212576;0,004422436135279804;0,00855942194864857;0,09885900340081362;0,0008995412168787711;0,5856658981097238;0,0012992332868219543;0,0030894410125408504;0,0022362632912975777;0,7138938460061315;0,0;0,0;0,0;0,0
1352,51220703125;0,7203254784541655;True;0,005607774869779098;0,0008193340018048008;0,28889653371408985;0,004404526505066453;0,008628164534117761;0,0992215911837608;0,000913761688253221;0,5848050046897614;0,0013291115127618065;0,003114115100589718;0,002260082200015086;0,7203254784541655;0,0;0,0;0,0;0,0
1352,01220703125;0,7265578318333826;True;0,005606749575011881;0,0008368399038357788;0,2892314686925622;0,004386739777833039;0,008696740440193319;0,09958208849508886;0,000928086795489018;0,5839490675207715;0,0013594048663666369;0,003138876276473057;0,0022839376563747087;0,7265578318333826;0,0;0,0;0,0;0,0
1351,51220703125;0,7325985250649246;True;0,0056056247961447;0,0008545613618664644;0,28956286394968944;0,004369075563736559;0,008765146860636112;0,09994050086089581;0,0009425159281661135;0,5830980453733962;0,0013901142540360101;0,0031637225769060753;0,002307828474526534;0,7325985250649246;0,0;0,0;0,0;0,0
1351,01220703125;0,7384548350796737;True;0,005604402010372063;0,0008724984137962249;0,2898907591061444;0,0043515334597076846;0,008833381065476768;0,10029683393151732;0,0009570484712362939;0,58225189746693;0,0014212405334773682;0,003188652053990315;0,0023317534873513253;0,7384548350796737;0,0;0,0;0,0;0,0
1350,51220703125;0,7441337142973271;True;0,00560308266754909;0,0008906510714754955;0,2902151932284372;0,0043341130499064805;0,008901440399484315;0,10065109348287765;0,0009716838051979577;0,5814105834584664;0,0014527845145662394;0,0032136627759594715;0,002355711546079765;0,7441337142973271;0,0;0,0;0,0;0,0
1350,01220703125;0,7496418071105238;True;0,005601668207308786;0,0009090193231247297;0,29053620482306425;0,00431681390644185;0,008969322280746784;0,101003285403119;0,000986421306396163;0,5805740634441799;0,0014847469595618843;0,003238752825789975;0,002379701520266538;0,7496418071105238;0,0;0,0;0,0;0,0
1349,51220703125;0,7549854654886313;True;0,005600160042224335;0,0009276031324196124;0,2908538318599598;0,004299635589700882;0,009037024200212046;0,10135341569693296;0,0010012603472385974;0,5797422979474371;0,001517128584013719;0,0032639203021882224;0,0024037222976728274;0,7549854654886313;0,0;0,0;0,0;0,0
