T, °C;доля твёрдого;точка посчитана;x(LIQUID,AL);x(LIQUID,C);x(LIQUID,CR);x(LIQUID,FE);x(LIQUID,MN);x(LIQUID,MO);x(LIQUID,NB);x(LIQUID,NI);x(LIQUID,S);x(LIQUID,SI);x(LIQUID,TI);накоплено FCC_A1;накоплено MNS_Q;накоплено SIGMA;накоплено TIS
1358,3888346354165;0,6924270285636345;True;0,005635870261547326;0,000749939380785649;0,2889915909374247;0,0045029864565955405;0,0033498511581397947;0,09777763475957128;0,0008563359255492883;0,591758363554517;0,0012088059258733089;0,0030070941697040456;0,002161527470292137;0,6924270285636345;0,0;0,0;0,0
1357,97216796875;0,6986720896032131;True;0,005635811077581083;0,0007645240731172479;0,2893318743625791;0,004487258262250002;0,00337450437312232;0,0981034381022201;0,0008685453393060333;0,5909894271794349;0,0012338585524715661;0,003028458116222572;0,0021823005616949612;0,6986720896032131;0,0;0,0;0,0
1357,555501302083;0,7047416570102933;True;0,005635666925870786;0,0007792718362538922;0,2896692387861275;0,00447162396114245;0,003399106480824072;0,0984275613443447;0,0008808352296435579;0,5902244785667429;0,0012592227013801744;0,0030498941695787578;0,0022030999980913193;0,7047416570102933;0,0;0,0;0,0
1357,1388346354165;0,7106418175310816;True;0,005635438890942261;0,0007941826545051525;0,2900037122294461;0,004456083333614255;0,00342365660251983;0,0987500081738947;0,0008932051355984718;0,5894634883585809;0,0012848988547259925;0,0030714008934554084;0,0022239248727168957;0,7106418175310816;0,0;0,0;0,0
1356,7221679687495;0,7163784102393055;True;0,005635128045013499;0,0008092564965845772;0,29033532238258014;0,004440636149877906;0,0034481538811758188;0,0990707823848028;0,0009056545933631701;0,588706427448601;0,0013108874631137274;0,0030929768629053885;0,0022447742919818867;0,7163784102393055;0,0;0,0;0,0
1356,305501302083;0,7219570380315123;True;0,005634735445058168;0,0008244933150270481;0,29066409661351506;0,00442528217023961;0,0034725974811357706;0,09938988787293218;0,0009181831365534176;0,587953266979029;0,001337188946516909;0,0031146206644197083;0,00226564737557285;0,7219570380315123;0,0;0,0;0,0
1355,888834635416;0,7273830785537386;True;0,005634262143445664;0,0008398930465739185;0,29099006196141225;0,004410021145670467;0,003496986587734989;0,09970732863098038;0,0009307902962402557;0,5872039783416939;0,0013638036942982623;0,0031363308956574867;0,0022865432562926536;0,7273830785537386;0,0;0,0;0,0
1355,4721679687495;0,7326616944807302;True;0,005633709169859552;0,0008554556124366004;0,29131324515954643;0,004394852817922391;0,003521320407006544;0,10002310875274811;0,0009434756011521571;0,5864585331679919;0,0013907320656821114;0,0031581061658196123;0,0023074610798344357;0,7326616944807302;0,0;0,0;0,0
1355,0555013020826;0,7377978433310668;True;0,005633077551770741;0,0008711809188529364;0,29163367261745815;0,004379776920006204;0,0035455981655632108;0,10033723242131558;0,0009562385778548332;0,585716903337088;0,001417974390084221;0,003179945094948631;0,0023284000050572654;0,7377978433310668;0,0;0,0;0,0
1354,638834635416;0,7427962866709689;True;0,005632368297015572;0,0008870688574602923;0,29195137044404595;0,004364793176503608;0,003569819110004161;0,10064970391400355;0,0009690787508405691;0,5849790609647376;0,0014455309675128205;0,0032018463144244088;0,002349359203451495;0,7427962866709689;0,0;0,0;0,0
