# 2026-09-25T11:32:10 $ /tmp/claude-0/-home-user-ThermoGar/91a7a4bf-1d62-5d41-9dde-fdc45d17fc16/scratchpad/venv22a/bin/python -B -X utf8 /home/user/ThermoGar/results/wave22_a/scripts/kwn_run.py --tag a2_005h_mincomp1e-8_s1 --cell app --bins 80 --duration-h 0.05 --constraint minComposition=1e-8 --progress 30
/tmp/claude-0/-home-user-ThermoGar/91a7a4bf-1d62-5d41-9dde-fdc45d17fc16/scratchpad/venv22a/lib/python3.11/site-packages/kawin/precipitation/NucleationRate.py:190: RuntimeWarning: divide by zero encountered in divide
  incubationTime = np.amin([np.exp(-tau[indices] / time), np.ones(tau[indices].shape)], axis=0)
ЖУРНАЛ стена=30 с; t=25.6248 с (0.007118 ч); шаг=859; доля=0.0491 %; x_C=0.00906
ЖУРНАЛ стена=510 с; t=84.3257 с (0.02342 ч); шаг=18867; доля=0.1779 %; x_C=0.008805
ЖУРНАЛ стена=540 с; t=87.8432 с (0.0244 ч); шаг=19978; доля=0.1849 %; x_C=0.008791
ЖУРНАЛ стена=570 с; t=91.2617 с (0.02535 ч); шаг=21061; доля=0.1916 %; x_C=0.008778
ЖУРНАЛ стена=600 с; t=94.7801 с (0.02633 ч); шаг=22179; доля=0.1984 %; x_C=0.008765
ЖУРНАЛ стена=630 с; t=98.266 с (0.0273 ч); шаг=23290; доля=0.2051 %; x_C=0.008751
ЖУРНАЛ стена=660 с; t=101.757 с (0.02827 ч); шаг=24406; доля=0.2117 %; x_C=0.008738
ЖУРНАЛ стена=690 с; t=105.232 с (0.02923 ч); шаг=25520; доля=0.2182 %; x_C=0.008725
ЖУРНАЛ стена=720 с; t=106.419 с (0.02956 ч); шаг=26638; доля=4.3969 %; x_C=6.333e-05
ЖУРНАЛ стена=750 с; t=107.361 с (0.02982 ч); шаг=27784; доля=4.4025 %; x_C=5.11e-05
ЖУРНАЛ стена=780 с; t=108.095 с (0.03003 ч); шаг=28939; доля=4.4040 %; x_C=4.793e-05
ЖУРНАЛ стена=810 с; t=108.811 с (0.03023 ч); шаг=30093; доля=4.4067 %; x_C=4.214e-05
ЖУРНАЛ стена=840 с; t=109.399 с (0.03039 ч); шаг=31277; доля=4.4086 %; x_C=3.804e-05
ЖУРНАЛ стена=870 с; t=110.066 с (0.03057 ч); шаг=32430; доля=4.4060 %; x_C=4.355e-05
ЖУРНАЛ стена=900 с; t=110.755 с (0.03077 ч); шаг=33603; доля=4.4073 %; x_C=4.089e-05
ЖУРНАЛ стена=930 с; t=111.349 с (0.03093 ч); шаг=34761; доля=4.4115 %; x_C=3.18e-05
ЖУРНАЛ стена=960 с; t=111.787 с (0.03105 ч); шаг=35476; доля=4.4439 %; x_C=1e-08
ЖУРНАЛ стена=990 с; t=112.034 с (0.03112 ч); шаг=35845; доля=4.4430 %; x_C=1e-08
ЖУРНАЛ стена=1020 с; t=112.28 с (0.03119 ч); шаг=36214; доля=4.4424 %; x_C=1e-08
ЖУРНАЛ стена=1050 с; t=112.526 с (0.03126 ч); шаг=36581; доля=4.4419 %; x_C=1e-08
ЖУРНАЛ стена=1081 с; t=112.764 с (0.03132 ч); шаг=36950; доля=4.4396 %; x_C=1e-08
ЖУРНАЛ стена=1111 с; t=112.999 с (0.03139 ч); шаг=37321; доля=4.4391 %; x_C=1e-08
ЖУРНАЛ стена=1141 с; t=113.232 с (0.03145 ч); шаг=37688; доля=4.4386 %; x_C=1e-08
ЖУРНАЛ стена=1171 с; t=113.463 с (0.03152 ч); шаг=38053; доля=4.4381 %; x_C=1e-08
ЖУРНАЛ стена=1201 с; t=113.692 с (0.03158 ч); шаг=38414; доля=4.4377 %; x_C=1e-08
ЖУРНАЛ стена=1231 с; t=113.922 с (0.03164 ч); шаг=38776; доля=4.4373 %; x_C=1e-08
ЖУРНАЛ стена=1261 с; t=114.159 с (0.03171 ч); шаг=39147; доля=4.4369 %; x_C=1e-08
ЖУРНАЛ стена=1291 с; t=114.391 с (0.03178 ч); шаг=39513; доля=4.4365 %; x_C=1e-08
ЖУРНАЛ стена=1321 с; t=114.62 с (0.03184 ч); шаг=39875; доля=4.4361 %; x_C=1e-08
ЖУРНАЛ стена=1351 с; t=114.849 с (0.0319 ч); шаг=40236; доля=4.4358 %; x_C=1e-08
ЖУРНАЛ стена=1381 с; t=115.079 с (0.03197 ч); шаг=40599; доля=4.4354 %; x_C=1e-08
ЖУРНАЛ стена=1411 с; t=115.305 с (0.03203 ч); шаг=40955; доля=4.4351 %; x_C=1e-08
ЖУРНАЛ стена=1441 с; t=115.539 с (0.03209 ч); шаг=41324; доля=4.4348 %; x_C=1e-08
ЖУРНАЛ стена=1471 с; t=115.772 с (0.03216 ч); шаг=41692; доля=4.4345 %; x_C=1e-08
ЖУРНАЛ стена=1501 с; t=116.007 с (0.03222 ч); шаг=42062; доля=4.4342 %; x_C=1e-08
ЖУРНАЛ стена=1531 с; t=116.234 с (0.03229 ч); шаг=42421; доля=4.4339 %; x_C=1e-08
ЖУРНАЛ стена=1561 с; t=116.461 с (0.03235 ч); шаг=42779; доля=4.4337 %; x_C=1e-08
ЖУРНАЛ стена=1591 с; t=116.686 с (0.03241 ч); шаг=43134; доля=4.4334 %; x_C=1e-08
ЖУРНАЛ стена=1621 с; t=116.918 с (0.03248 ч); шаг=43500; доля=4.4332 %; x_C=1e-08
ЖУРНАЛ стена=1651 с; t=117.148 с (0.03254 ч); шаг=43863; доля=4.4329 %; x_C=1e-08
ЖУРНАЛ стена=1681 с; t=117.38 с (0.03261 ч); шаг=44229; доля=4.4327 %; x_C=1e-08
ЖУРНАЛ стена=1711 с; t=117.607 с (0.03267 ч); шаг=44587; доля=4.4325 %; x_C=1e-08
ЖУРНАЛ стена=1741 с; t=117.837 с (0.03273 ч); шаг=44950; доля=4.4322 %; x_C=1e-08
ЖУРНАЛ стена=1771 с; t=118.068 с (0.0328 ч); шаг=45314; доля=4.4320 %; x_C=1e-08
ИТОГ {"tag": "a2_005h_mincomp1e-8_s1", "status": "limit", "error": "предел 1800 с", "wall_s": 1800.0, "peak_rss_gib": 0.344, "rows": 45663, "final_time_s": 118.28838163859749, "stop": null, "final_fraction_pct": 4.431836703660847, "final_radius_nm": 4.952589708886469, "quality_all_passed": null}
ZAMER: код=2; стена=1805.9 с; пик RSS=0.351 ГиБ (368080 КиБ)
